	number	x	y	cluster	cellID	cellGroup	aggregate	locusCt	median
814	PJ016_815	-3.67223066448035	2.00708349217018	4	PJ016_815	sample	279.74074760228297	8199	1.00113545496125
815	PJ016_816	-4.08604281916189	-1.60072740695937	2	PJ016_816	sample	233.07661201257002	8199	1.00113545496125
816	PJ016_817	9.96827582648625	1.4840025198138702	10	PJ016_817	sample	291.024686594113	8199	1.00113545496125
817	PJ016_818	-3.56856497372377	2.12908320845143	4	PJ016_818	sample	218.21906053924198	8199	1.00113545496125
818	PJ016_819	-4.39664951268154	1.16537177737125	3	PJ016_819	sample	232.24675150605597	8199	1.00113545496125
819	PJ016_820	-5.99410578570067	3.96812606692759	1	PJ016_820	sample	279.370298920108	8199	1.00113545496125
820	PJ016_821	9.541045370924259	-2.43487970004918	0	PJ016_821	sample	340.832152382416	8199	1.00113545496125
821	PJ016_822	-5.66525970219275	2.39472587537857	1	PJ016_822	sample	264.786023966064	8199	1.00113545496125
822	PJ016_823	8.287752511773121	-3.40614127126229	0	PJ016_823	sample	328.610234424353	8199	1.00113545496125
823	PJ016_824	-5.8653589952121	1.3187503097009299	3	PJ016_824	sample	256.85233688911	8199	1.00113545496125
824	PJ016_825	8.33145051770363	-4.1950464534036405	6	PJ016_825	sample	300.35355986018	8199	1.00113545496125
825	PJ016_826	-1.6665099381222999	0.838337125894337	5	PJ016_826	sample	281.719283152735	8199	1.00113545496125
826	PJ016_827	-5.468113941882581	1.3148355060223702	3	PJ016_827	sample	198.420666040962	8199	1.00113545496125
827	PJ016_828	-1.58557762739206	-0.15337993256419902	5	PJ016_828	sample	197.233948416027	8199	1.00113545496125
828	PJ016_829	-1.61761904534379	-0.41286093769418103	2	PJ016_829	sample	255.957063962191	8199	1.00113545496125
829	PJ016_830	8.553489604054379	0.4499016437073039	0	PJ016_830	sample	208.198966017973	8199	1.00113545496125
830	PJ016_831	6.35173825551193	-4.07911994924616	8	PJ016_831	sample	270.184247785679	8199	1.00113545496125
831	PJ016_832	-3.3564685706893	2.17745184628168	4	PJ016_832	sample	230.210124828916	8199	1.00113545496125
832	PJ016_833	10.602651686717401	-0.0376088915622246	0	PJ016_833	sample	325.433074566163	8199	1.00113545496125
833	PJ016_834	7.56640154828524	-0.5849147992410739	0	PJ016_834	sample	222.73903469199402	8199	1.00113545496125
834	PJ016_835	8.286415579001469	-3.8453968770610696	6	PJ016_835	sample	308.376731204569	8199	1.00113545496125
835	PJ016_836	-6.3034691529655005	0.8772219368679529	3	PJ016_836	sample	243.49604261332598	8199	1.00113545496125
836	PJ016_837	-5.976369242354161	-0.00419467918881455	2	PJ016_837	sample	191.837455232757	8199	1.00113545496125
837	PJ016_838	-4.81518949047622	1.8530664740844098	3	PJ016_838	sample	247.54774249908698	8199	1.00113545496125
838	PJ016_839	-4.991279530829231	-0.8198704757608158	2	PJ016_839	sample	223.284191933051	8199	1.00113545496125
839	PJ016_840	-4.707354883119191	0.23543564161552102	3	PJ016_840	sample	208.94074071179	8199	1.00113545496125
840	PJ016_841	-4.58661856562695	1.07900947652836	3	PJ016_841	sample	194.903930001602	8199	1.00113545496125
841	PJ016_842	-5.045978328400531	2.81788655308384	1	PJ016_842	sample	228.021910906662	8199	1.00113545496125
842	PJ016_843	-5.05183337622901	2.9244443714588	1	PJ016_843	sample	172.81108868573898	8199	1.00113545496125
843	PJ016_844	-5.926234406161241	0.45308223757070104	3	PJ016_844	sample	197.11173122974301	8199	1.00113545496125
844	PJ016_845	-5.16470828536194	0.6311705516613779	3	PJ016_845	sample	257.289430880336	8199	1.00113545496125
845	PJ016_846	-4.72904800369584	0.263775090855937	2	PJ016_846	sample	245.08133087406398	8199	1.00113545496125
846	PJ016_847	9.499651925912131	0.43545814889910295	0	PJ016_847	sample	258.590731899659	8199	1.00113545496125
847	PJ016_848	-3.93242359456128	-1.44534528763183	2	PJ016_848	sample	229.925060315168	8199	1.00113545496125
848	PJ016_849	-1.31271202485082	-0.800804075199414	5	PJ016_849	sample	306.69434373993903	8199	1.00113545496125
849	PJ016_850	6.1583979745016695	-3.78331210588763	8	PJ016_850	sample	279.803871562579	8199	1.00113545496125
850	PJ016_851	-4.878104132380019	-1.57551828992379	2	PJ016_851	sample	232.961869701992	8199	1.00113545496125
851	PJ016_852	-6.36867199486058	1.4870898382195499	3	PJ016_852	sample	251.390006334394	8199	1.00113545496125
852	PJ016_853	8.28728127564532	-0.37116988574244103	0	PJ016_853	sample	255.575149240889	8199	1.00113545496125
853	PJ016_854	8.42263947199692	-5.01756584599092	6	PJ016_854	sample	293.12413980190604	8199	1.00113545496125
854	PJ016_855	-5.19723449690132	-1.47384583220236	2	PJ016_855	sample	304.928701762931	8199	1.00113545496125
855	PJ016_856	-3.7765870647680897	-1.4087340013219198	2	PJ016_856	sample	251.541098308777	8199	1.00113545496125
856	PJ016_857	-5.76240795405535	2.04952860890948	1	PJ016_857	sample	252.633849247777	8199	1.00113545496125
857	PJ016_858	-0.6755369860845889	0.23802681028790199	5	PJ016_858	sample	277.535007873255	8199	1.00113545496125
858	PJ016_859	-4.24637351643267	0.9638887590995621	4	PJ016_859	sample	243.55783387181802	8199	1.00113545496125
859	PJ016_860	-4.90868554089579	1.5520644010492501	4	PJ016_860	sample	256.542218665642	8199	1.00113545496125
860	PJ016_861	-2.36426914638007	-1.3323664045359098	5	PJ016_861	sample	233.10472058748698	8199	1.00113545496125
861	PJ016_862	-2.2879934308633	0.0135862882377511	5	PJ016_862	sample	209.002535382851	8199	1.00113545496125
862	PJ016_863	-0.0811952981567247	-0.836150401669289	9	PJ016_863	sample	348.256707282085	8199	1.00113545496125
863	PJ016_864	9.50457388225609	-0.884086456145802	0	PJ016_864	sample	269.9030323502	8199	1.00113545496125
864	PJ016_865	-5.90431244108596	-0.0631175139663958	2	PJ016_865	sample	288.365589729315	8199	1.00113545496125
865	PJ016_866	-3.7476312690202302	2.35402480293697	3	PJ016_866	sample	251.12166996412302	8199	1.00113545496125
866	PJ016_867	-2.9548002619628195	-0.199806842106007	2	PJ016_867	sample	220.414780184418	8199	1.00113545496125
867	PJ016_868	10.5590056871921	-0.320345142372361	0	PJ016_868	sample	321.322481049915	8199	1.00113545496125
868	PJ016_869	8.87491572334552	0.7951291372967141	10	PJ016_869	sample	201.801898732988	8199	1.00113545496125
869	PJ016_870	-3.95105522477004	-1.2652553082301499	2	PJ016_870	sample	243.777221325368	8199	1.00113545496125
870	PJ016_871	-3.9423241635301	-1.55585350862681	2	PJ016_871	sample	156.231757672877	8199	1.00113545496125
871	PJ016_872	-3.9118971381266294	2.2432409634253596	4	PJ016_872	sample	210.421019804705	8199	1.00113545496125
872	PJ016_873	-3.90119320499228	2.43180656090797	3	PJ016_873	sample	168.352534205105	8199	1.00113545496125
873	PJ016_874	-3.75055236498415	-0.0425558486127668	2	PJ016_874	sample	191.848233761068	8199	1.00113545496125
874	PJ016_875	8.78343496391951	-5.4694201869893	6	PJ016_875	sample	255.91555979292198	8199	1.00113545496125
875	PJ016_876	-6.51325240310118	-0.0725369142350303	2	PJ016_876	sample	230.327367074114	8199	1.00113545496125
876	PJ016_877	-0.447605734103899	-0.47520181322253	9	PJ016_877	sample	274.63906860033404	8199	1.00113545496125
877	PJ016_878	-3.67118025992067	2.30122048986431	4	PJ016_878	sample	202.12891674688	8199	1.00113545496125
878	PJ016_879	-5.512467307935691	3.9832533458718298	1	PJ016_879	sample	247.887038564608	8199	1.00113545496125
879	PJ016_880	7.36644763371143	-0.7347663851809629	0	PJ016_880	sample	274.67595618282	8199	1.00113545496125
880	PJ016_881	-4.68267673026302	4.0758578413577204	1	PJ016_881	sample	181.457641405693	8199	1.00113545496125
881	PJ016_882	-5.849054579932539	-1.3831304681853798	7	PJ016_882	sample	258.982902284655	8199	1.00113545496125
882	PJ016_883	-4.63880594636595	-0.946959548237761	2	PJ016_883	sample	185.591152241053	8199	1.00113545496125
883	PJ016_884	-2.7945199006249797	-0.317767814055709	2	PJ016_884	sample	165.012047655436	8199	1.00113545496125
884	PJ016_885	-6.05996221549559	-0.44841920234059207	1	PJ016_885	sample	213.416998815494	8199	1.00113545496125
885	PJ016_886	7.2952979142201695	-0.657228227880303	0	PJ016_886	sample	351.526289801108	8199	1.00113545496125
886	PJ016_887	-2.99315736566105	-0.7557808425881	2	PJ016_887	sample	248.15751120775698	8199	1.00113545496125
887	PJ016_888	-4.61618117307562	3.49099728406634	1	PJ016_888	sample	165.220311249458	8199	1.00113545496125
888	PJ016_889	-6.4991028864230405	0.302482464082754	3	PJ016_889	sample	247.989569604604	8199	1.00113545496125
889	PJ016_890	-2.75414995607861	-0.828768264725713	2	PJ016_890	sample	274.812388499581	8199	1.00113545496125
890	PJ016_891	-5.835284317966111	3.07932720851173	1	PJ016_891	sample	226.39920546755502	8199	1.00113545496125
891	PJ016_892	0.0521362111460175	-0.9204757147808922	9	PJ016_892	sample	243.686557514927	8199	1.00113545496125
892	PJ016_893	-6.710711746124559	-1.00024054209189	7	PJ016_893	sample	319.481878868841	8199	1.00113545496125
893	PJ016_894	-3.51574601562855	-0.546669144352662	2	PJ016_894	sample	240.509038204135	8199	1.00113545496125
894	PJ016_895	-2.31507727112951	0.757517601179198	4	PJ016_895	sample	267.636585619443	8199	1.00113545496125
895	PJ016_896	-2.6675204643347796	0.651107843870188	2	PJ016_896	sample	215.995733810182	8199	1.00113545496125
896	PJ016_897	-6.757129488281981	-0.9411007873483509	7	PJ016_897	sample	272.86334776637995	8199	1.00113545496125
897	PJ016_898	9.48035066582253	2.40623346891563	10	PJ016_898	sample	277.785551867506	8199	1.00113545496125
898	PJ016_899	-5.564397321558911	2.31128183669914	1	PJ016_899	sample	200.41963156683101	8199	1.00113545496125
899	PJ016_900	0.33349750055155103	-1.5637918382140201	9	PJ016_900	sample	295.863035426132	8199	1.00113545496125
900	PJ016_901	-6.927360616842999	-0.734489448416321	7	PJ016_901	sample	229.464681279632	8199	1.00113545496125
901	PJ016_902	-5.02120722309499	2.8615145686095698	1	PJ016_902	sample	180.443041657253	8199	1.00113545496125
902	PJ016_903	8.19028266413817	-3.7353016738120606	6	PJ016_903	sample	273.050268769817	8199	1.00113545496125
903	PJ016_904	8.96875491014533	1.91500583116667	10	PJ016_904	sample	283.797115584199	8199	1.00113545496125
904	PJ016_905	-1.4464134513598201	0.0701149462506496	5	PJ016_905	sample	190.572057939776	8199	1.00113545496125
905	PJ016_906	9.907714032843868	0.500806847216147	0	PJ016_906	sample	312.861264686893	8199	1.00113545496125
906	PJ016_907	-4.63224041113854	2.29708388699521	4	PJ016_907	sample	222.361372516471	8199	1.00113545496125
907	PJ016_908	-4.5745187356049595	0.414752369144454	5	PJ016_908	sample	179.58711005063998	8199	1.00113545496125
908	PJ016_909	-2.99983312029621	1.70075343656077	4	PJ016_909	sample	161.247519654635	8199	1.00113545496125
909	PJ016_910	8.68242112184307	-5.81105960280365	6	PJ016_910	sample	336.96948606525797	8199	1.00113545496125
910	PJ016_911	-0.678340197441635	0.0454925143498608	5	PJ016_911	sample	207.498196012384	8199	1.00113545496125
911	PJ016_912	9.91321206420131	1.8568434547875698	10	PJ016_912	sample	299.296410773024	8199	1.00113545496125
912	PJ016_913	10.1217815363905	-0.7354916783510841	0	PJ016_913	sample	276.128471674608	8199	1.00113545496125
913	PJ016_914	8.18909152728021	-1.3203232581180502	0	PJ016_914	sample	345.291740043972	8199	1.00113545496125
914	PJ016_915	9.27083969488034	-0.642252870811219	0	PJ016_915	sample	299.028287740897	8199	1.00113545496125
915	PJ016_916	9.51537775804394	2.57469771600994	10	PJ016_916	sample	243.052450847419	8199	1.00113545496125
916	PJ016_917	-5.512592995968539	0.0521846735011007	5	PJ016_917	sample	310.46386175432	8199	1.00113545496125
917	PJ016_918	-4.657963536841519	1.2744942992393602	3	PJ016_918	sample	259.309679814589	8199	1.00113545496125
918	PJ016_919	9.036038014809359	-0.43847801797579206	0	PJ016_919	sample	293.921341701125	8199	1.00113545496125
919	PJ016_920	-3.0847417028691297	2.3880575559246497	4	PJ016_920	sample	244.801770299584	8199	1.00113545496125
920	PJ016_921	-0.696960245432531	-0.10321669979414	5	PJ016_921	sample	255.33492614255402	8199	1.00113545496125
921	PJ016_922	9.44264022259499	2.23178788210127	10	PJ016_922	sample	240.120718981108	8199	1.00113545496125
922	PJ016_923	-3.00979640723609	0.41563609719065203	5	PJ016_923	sample	235.39512740876899	8199	1.00113545496125
923	PJ016_924	-1.86687167776871	1.0083922971100099	5	PJ016_924	sample	220.38567253575698	8199	1.00113545496125
924	PJ016_925	-2.4571216970872403	2.52070578795335	1	PJ016_925	sample	228.99563068745098	8199	1.00113545496125
925	PJ016_926	-4.77770064137725	2.95348217301844	1	PJ016_926	sample	225.922573517192	8199	1.00113545496125
926	PJ016_927	6.12282667876302	-4.05783685182758	8	PJ016_927	sample	287.526614311537	8199	1.00113545496125
927	PJ016_928	-3.2964067860062003	-0.141507107323207	2	PJ016_928	sample	236.47942548750999	8199	1.00113545496125
928	PJ016_929	7.41900894485546	-4.610174088986269	6	PJ016_929	sample	270.157774684453	8199	1.00113545496125
929	PJ016_930	-5.45207404273905	4.24517402007491	1	PJ016_930	sample	217.05183085555	8199	1.00113545496125
930	PJ016_931	-4.3360371897263095	-0.345185535012281	2	PJ016_931	sample	243.44575289818403	8199	1.00113545496125
931	PJ016_932	9.34308180609516	0.8202783621419559	10	PJ016_932	sample	250.988972881993	8199	1.00113545496125
932	PJ016_933	-6.522899629230059	-0.204187292060893	3	PJ016_933	sample	165.174841872344	8199	1.00113545496125
933	PJ016_934	-5.463480199539251	2.55192342737054	1	PJ016_934	sample	218.446850612217	8199	1.00113545496125
934	PJ016_935	-6.09918871529857	0.301045532234482	3	PJ016_935	sample	188.09531045506301	8199	1.00113545496125
935	PJ016_936	-5.99724878137761	0.45957592145962395	3	PJ016_936	sample	227.401576778234	8199	1.00113545496125
936	PJ016_937	-6.22435400160254	-0.7550699342358158	7	PJ016_937	sample	226.32329464634	8199	1.00113545496125
937	PJ016_938	-4.61106913799787	2.74361550622915	1	PJ016_938	sample	214.356365326349	8199	1.00113545496125
938	PJ016_939	-4.68831071038279	-0.900478965994274	2	PJ016_939	sample	215.719331650173	8199	1.00113545496125
939	PJ016_940	-2.33720168465092	-1.4426623203151598	5	PJ016_940	sample	261.539892150093	8199	1.00113545496125
940	PJ016_941	-6.61116200185285	-0.118420436801586	3	PJ016_941	sample	272.064367041617	8199	1.00113545496125
941	PJ016_942	-6.68010268842088	2.21319150596517	3	PJ016_942	sample	246.44740753758498	8199	1.00113545496125
942	PJ016_943	-3.18150035914541	2.73770617781597	4	PJ016_943	sample	213.833110249801	8199	1.00113545496125
943	PJ016_944	-5.8980430876898895	-2.1075167908473302	7	PJ016_944	sample	200.87499834771998	8199	1.00113545496125
944	PJ016_945	-2.62560140761191	0.6112035797050129	5	PJ016_945	sample	224.54999633384602	8199	1.00113545496125
945	PJ016_946	8.38195843282193	0.463614767855755	0	PJ016_946	sample	281.45125857683996	8199	1.00113545496125
946	PJ016_947	-6.25187871815673	1.5968546683217002	3	PJ016_947	sample	246.339105595266	8199	1.00113545496125
947	PJ016_948	-5.218157209206679	2.70965882456192	1	PJ016_948	sample	170.530350841561	8199	1.00113545496125
948	PJ016_949	-2.88073236846696	0.979373367180178	4	PJ016_949	sample	216.444561309515	8199	1.00113545496125
949	PJ016_950	8.458369225159089	-0.686941463958768	0	PJ016_950	sample	349.275431226473	8199	1.00113545496125
950	PJ016_951	8.81623348319123	-5.053956811154981	6	PJ016_951	sample	335.518372649849	8199	1.00113545496125
951	PJ016_952	-3.89033383882575	1.25579273307812	3	PJ016_952	sample	232.742361862471	8199	1.00113545496125
952	PJ016_953	-5.141931951201929	4.25791561907302	1	PJ016_953	sample	183.196854233802	8199	1.00113545496125
953	PJ016_954	-3.74212454642087	1.4420325430792	4	PJ016_954	sample	202.960208490511	8199	1.00113545496125
954	PJ016_955	8.60261853719406	-5.1287301853957405	6	PJ016_955	sample	374.739710148675	8199	1.00113545496125
955	PJ016_956	-2.4561267151307598	-0.664015482719935	2	PJ016_956	sample	210.69853783315102	8199	1.00113545496125
956	PJ016_957	-1.48160147463699	0.508475183249535	5	PJ016_957	sample	296.66022494382196	8199	1.00113545496125
957	PJ016_958	-5.606244312547999	-1.73440275181844	7	PJ016_958	sample	229.67557559125802	8199	1.00113545496125
958	PJ016_959	9.15388745268673	-0.633727137385456	0	PJ016_959	sample	229.480778510772	8199	1.00113545496125
959	PJ016_960	-3.40282225500021	2.52476965603008	4	PJ016_960	sample	179.339036834889	8199	1.00113545496125
960	PJ016_961	-2.66463679201975	1.38499991858219	4	PJ016_961	sample	226.21054602316502	8199	1.00113545496125
961	PJ016_962	-5.714230394046361	-1.16469239411558	7	PJ016_962	sample	211.453475059103	8199	1.00113545496125
962	PJ016_963	-3.65863242288386	3.49999982523691	1	PJ016_963	sample	220.998828941759	8199	1.00113545496125
963	PJ016_964	-4.63335984750278	1.43887016131002	3	PJ016_964	sample	212.584239396041	8199	1.00113545496125
964	PJ016_965	-4.06268980487554	2.31586967076906	3	PJ016_965	sample	159.602969956799	8199	1.00113545496125
965	PJ016_966	-4.67025025272073	3.2150891021643	1	PJ016_966	sample	176.221980110887	8199	1.00113545496125
966	PJ016_967	-2.82934517500507	1.2427813973528201	4	PJ016_967	sample	225.73729354928298	8199	1.00113545496125
967	PJ016_968	-3.2980715458380003	-0.4040752580480129	2	PJ016_968	sample	204.03311839271703	8199	1.00113545496125
968	PJ016_969	8.427650901367821	-0.4998622443598	0	PJ016_969	sample	256.30671929955	8199	1.00113545496125
969	PJ016_970	-6.811922105583	-1.25783821991993	7	PJ016_970	sample	257.324682901175	8199	1.00113545496125
970	PJ016_971	-6.60169234883328	1.5098233091925901	3	PJ016_971	sample	251.923506270637	8199	1.00113545496125
971	PJ016_972	7.81203279467882	-5.08750316287961	6	PJ016_972	sample	297.79975546386396	8199	1.00113545496125
972	PJ016_973	-4.189726010676	-1.1350496260361598	2	PJ016_973	sample	228.600356044957	8199	1.00113545496125
973	PJ016_974	-5.05098327345386	-0.863819870758578	2	PJ016_974	sample	286.047495860837	8199	1.00113545496125
974	PJ016_975	9.09550218991686	1.54493478749451	10	PJ016_975	sample	314.552371291667	8199	1.00113545496125
975	PJ016_976	-6.75595424258142	2.01239206302276	3	PJ016_976	sample	416.205986546609	8199	1.00113545496125
976	PJ016_977	-4.21639533935157	2.38831455434513	4	PJ016_977	sample	259.94027801249	8199	1.00113545496125
977	PJ016_978	7.681637866260389	-0.378775420379502	0	PJ016_978	sample	276.757692862658	8199	1.00113545496125
978	PJ016_979	-1.7281829555335502	0.869820998664345	5	PJ016_979	sample	180.895137877605	8199	1.00113545496125
979	PJ016_980	-0.070444332813584	-0.7648893712959319	9	PJ016_980	sample	186.83386954768997	8199	1.00113545496125
980	PJ016_981	-3.8731060922149902	0.483984749037484	5	PJ016_981	sample	143.03724486677498	8199	1.00113545496125
981	PJ016_982	-2.8918411441026004	1.2116041890336597	4	PJ016_982	sample	193.226754657384	8199	1.00113545496125
982	PJ016_983	-4.10381070726591	1.3573088496048102	4	PJ016_983	sample	213.885847533147	8199	1.00113545496125
983	PJ016_984	-5.28715646987376	0.90887420316409	3	PJ016_984	sample	222.730003038314	8199	1.00113545496125
984	PJ016_985	-5.733409040129679	-0.980225617306112	5	PJ016_985	sample	225.104312733467	8199	1.00113545496125
985	PJ016_986	7.446612628083991	-1.97974144058528	0	PJ016_986	sample	303.886113521942	8199	1.00113545496125
986	PJ016_987	9.42088180867167	-1.71151898496037	0	PJ016_987	sample	258.294833473222	8199	1.00113545496125
987	PJ016_988	-3.93134734663037	3.75271115647384	1	PJ016_988	sample	220.408860263579	8199	1.00113545496125
988	PJ016_989	8.87398378040239	1.3058671299524098	0	PJ016_989	sample	328.051890583689	8199	1.00113545496125
989	PJ016_990	9.11405300141616	-5.440373736294349	6	PJ016_990	sample	301.912261926616	8199	1.00113545496125
990	PJ016_991	9.16131567263327	-5.43874414588849	6	PJ016_991	sample	262.833399999186	8199	1.00113545496125
991	PJ016_992	-5.336226906827211	-0.329871170011451	2	PJ016_992	sample	188.858308554362	8199	1.00113545496125
992	PJ016_993	-4.40770370968849	-1.17437326113063	2	PJ016_993	sample	200.422743661279	8199	1.00113545496125
993	PJ016_994	-6.39542060702154	-0.0406243836723164	3	PJ016_994	sample	213.993122204704	8199	1.00113545496125
994	PJ016_995	9.05101748085966	1.44581871522345	10	PJ016_995	sample	258.320566745627	8199	1.00113545496125
995	PJ016_996	-0.373566052960812	-1.15142946377894	9	PJ016_996	sample	272.725171433793	8199	1.00113545496125
996	PJ016_997	-3.37734365022966	-0.179806508385305	2	PJ016_997	sample	179.563412797289	8199	1.00113545496125
997	PJ016_998	6.0465973340705395	-4.01312445501263	8	PJ016_998	sample	307.200039264201	8199	1.00113545496125
998	PJ016_999	-5.28704009832702	2.82128780492522	1	PJ016_999	sample	133.673607214903	8199	1.00113545496125
999	PJ016_1000	-6.94631470967038	0.9020848266181322	2	PJ016_1000	sample	191.255670018996	8199	1.00113545496125
1000	PJ016_1001	-6.33117209002084	-1.17589084474321	7	PJ016_1001	sample	251.739042046041	8199	1.00113545496125
1001	PJ016_1002	-2.63197944680319	1.80197647316309	4	PJ016_1002	sample	212.35461577880798	8199	1.00113545496125
1002	PJ016_1003	-5.725188889736789	4.270426243499149	1	PJ016_1003	sample	222.281494650813	8199	1.00113545496125
1003	PJ016_1004	10.4932507207949	-0.7139238519483571	0	PJ016_1004	sample	305.210636928819	8199	1.00113545496125
1004	PJ016_1005	8.57542378891611	1.20734974000854	0	PJ016_1005	sample	226.35971612881698	8199	1.00113545496125
1005	PJ016_1006	-1.7232263849419298	0.8107413353474531	4	PJ016_1006	sample	193.528404082825	8199	1.00113545496125
1006	PJ016_1007	-3.9104141305486806	0.378005219302662	4	PJ016_1007	sample	259.799084184821	8199	1.00113545496125
1007	PJ016_1008	-2.2241907233909504	1.8168222557066	4	PJ016_1008	sample	235.96434389284198	8199	1.00113545496125
1008	PJ016_1009	-6.748106568929441	-0.0141359292610002	7	PJ016_1009	sample	244.73024656206903	8199	1.00113545496125
1009	PJ016_1010	7.394230345509841	-4.35747075143376	6	PJ016_1010	sample	220.31103257116501	8199	1.00113545496125
1010	PJ016_1011	-3.9134011479945694	2.8325068064298	1	PJ016_1011	sample	248.907526084702	8199	1.00113545496125
1011	PJ016_1012	-1.83825764183732	1.69695287386194	5	PJ016_1012	sample	208.22090530292598	8199	1.00113545496125
1012	PJ016_1013	-2.6973896055863302	0.4009110516691671	1	PJ016_1013	sample	189.45452407009898	8199	1.00113545496125
1013	PJ016_1014	-3.32689264052835	2.04234316146268	4	PJ016_1014	sample	173.61521740264303	8199	1.00113545496125
1014	PJ016_1015	-3.53073639422375	-1.13153483702573	2	PJ016_1015	sample	230.373131487352	8199	1.00113545496125
1015	PJ016_1016	-4.679722553077321	2.7754594475940095	1	PJ016_1016	sample	226.37675779308398	8199	1.00113545496125
1016	PJ016_1017	-6.57500564474362	1.81626193014267	3	PJ016_1017	sample	292.761039627288	8199	1.00113545496125
1017	PJ016_1018	-3.20072764064515	1.4077435308042698	4	PJ016_1018	sample	210.93707899037702	8199	1.00113545496125
1018	PJ016_1019	-3.5603392882714804	-1.0936261706494101	2	PJ016_1019	sample	261.42374368941	8199	1.00113545496125
1019	PJ016_1020	8.39981405616165	0.6199515914315601	0	PJ016_1020	sample	301.210791251483	8199	1.00113545496125
1020	PJ016_1021	10.386984210289802	0.224734979879412	0	PJ016_1021	sample	290.373150214367	8199	1.00113545496125
1021	PJ016_1022	-3.8229310034059703	2.86993197220276	4	PJ016_1022	sample	151.960535394587	8199	1.00113545496125
1022	PJ016_1023	-2.90678261878073	1.1163284951913601	4	PJ016_1023	sample	157.042723124177	8199	1.00113545496125
1023	PJ016_1024	-3.04213515865211	-0.31970696375986896	2	PJ016_1024	sample	273.085169413292	8199	1.00113545496125
1024	PJ016_1025	8.63913064754953	-0.8732817956690991	0	PJ016_1025	sample	301.09530871524703	8199	1.00113545496125
1025	PJ016_1026	6.89513098626662	-3.4431228521887203	2	PJ016_1026	sample	241.55570744761002	8199	1.00113545496125
1026	PJ016_1027	-5.5579337573469605	-0.0969073082678609	3	PJ016_1027	sample	225.008883429482	8199	1.00113545496125
1027	PJ016_1028	6.035879689039871	-3.7873090484886895	8	PJ016_1028	sample	307.65777555845403	8199	1.00113545496125
1028	PJ016_1029	7.9882306241225605	-0.921437092229776	0	PJ016_1029	sample	319.483588642177	8199	1.00113545496125
1029	PJ016_1030	8.398672452344691	-0.6245765541367471	0	PJ016_1030	sample	302.022744238812	8199	1.00113545496125
1030	PJ016_1031	7.39492903638257	-0.829153256170979	0	PJ016_1031	sample	315.116729081587	8199	1.00113545496125
1031	PJ016_1032	-3.66896162678616	0.5675144534283779	2	PJ016_1032	sample	173.20746924584802	8199	1.00113545496125
1032	PJ016_1033	8.58393389857368	-0.34699812166342303	0	PJ016_1033	sample	313.303301324587	8199	1.00113545496125
1033	PJ016_1034	-4.20270886087389	1.2292403277252801	2	PJ016_1034	sample	213.43200988201698	8199	1.00113545496125
1034	PJ016_1035	10.261636163655801	2.18977735618678	10	PJ016_1035	sample	220.222105556622	8199	1.00113545496125
1035	PJ016_1036	-2.50833623507392	1.30305432917772	4	PJ016_1036	sample	179.013172678874	8199	1.00113545496125
1036	PJ016_1037	-5.770557723650299	0.329405878068366	3	PJ016_1037	sample	261.51491643746897	8199	1.00113545496125
1037	PJ016_1038	-3.50203679834691	1.9081273400400098	4	PJ016_1038	sample	224.844659136389	8199	1.00113545496125
1038	PJ016_1039	-6.6243859201017905	0.9175854361323449	3	PJ016_1039	sample	251.56067253131698	8199	1.00113545496125
1039	PJ016_1040	-6.56101101470372	0.680701711404267	3	PJ016_1040	sample	254.114693825944	8199	1.00113545496125
1040	PJ016_1041	-2.14127925997344	0.639646639465598	4	PJ016_1041	sample	253.38839968495898	8199	1.00113545496125
1041	PJ016_1042	-5.38771007795972	1.8131198533558799	3	PJ016_1042	sample	215.683963473544	8199	1.00113545496125
1042	PJ016_1043	-3.54824645890077	2.3429147921273903	4	PJ016_1043	sample	227.863172335093	8199	1.00113545496125
1043	PJ016_1044	10.0939350808514	1.2625668700988502	10	PJ016_1044	sample	309.942812529355	8199	1.00113545496125
1044	PJ016_1045	7.6530996450671305	-2.2134245959918397	0	PJ016_1045	sample	407.549147148431	8199	1.00113545496125
1045	PJ016_1046	-6.783667035486769	-1.4520931438570701	7	PJ016_1046	sample	270.223138072737	8199	1.00113545496125
1046	PJ016_1047	-1.6764804688090602	1.60220026749998	5	PJ016_1047	sample	243.811558862072	8199	1.00113545496125
1047	PJ016_1048	0.31247745114751097	-1.72970008261348	9	PJ016_1048	sample	258.11268962225	8199	1.00113545496125
1048	PJ016_1049	-3.0896018971319004	1.76853300981998	4	PJ016_1049	sample	216.967872736389	8199	1.00113545496125
1049	PJ016_1050	-4.089561715737189	-0.898063160150364	2	PJ016_1050	sample	223.56641727952598	8199	1.00113545496125
1050	PJ016_1051	8.659249344525401	-0.886579895723822	0	PJ016_1051	sample	244.222885638546	8199	1.00113545496125
1051	PJ016_1052	-5.81928942963379	3.77543662745247	1	PJ016_1052	sample	177.084976325429	8199	1.00113545496125
1052	PJ016_1053	-3.2467665808636497	3.67214840692853	1	PJ016_1053	sample	246.182541422183	8199	1.00113545496125
1053	PJ016_1054	-4.06717677904522	1.5193006169477499	5	PJ016_1054	sample	242.500879472394	8199	1.00113545496125
1054	PJ016_1055	7.35015139693854	-3.22786564230056	8	PJ016_1055	sample	291.566375517986	8199	1.00113545496125
1055	PJ016_1056	10.204033450188	0.0608638473292773	0	PJ016_1056	sample	274.46788420268797	8199	1.00113545496125
