	number	x	y	cluster	cellID	cellGroup	aggregate	locusCt	median
29	PJ016_30	-5.26095894208637	0.86445958123894	3	PJ016_30	sample	182.36464076347	8199	1.00113545496125
30	PJ016_31	7.73333302685179	-0.8396269815550479	0	PJ016_31	sample	221.822742922506	8199	1.00113545496125
31	PJ016_32	8.01767876822173	0.287103980764968	0	PJ016_32	sample	223.66579981132702	8199	1.00113545496125
32	PJ016_33	-6.073871064897691	1.92776281660083	3	PJ016_33	sample	214.947424925496	8199	1.00113545496125
33	PJ016_34	7.80197099798379	-0.539688138303926	0	PJ016_34	sample	270.543447904987	8199	1.00113545496125
34	PJ016_35	-5.52564138998599	0.6994935201059531	3	PJ016_35	sample	217.274362424311	8199	1.00113545496125
35	PJ016_36	-0.28595982088374394	-0.971618283210068	9	PJ016_36	sample	261.05848050529096	8199	1.00113545496125
36	PJ016_37	-5.573608535370309	1.12093730039843	3	PJ016_37	sample	240.29627277477502	8199	1.00113545496125
37	PJ016_38	9.440091738748642	-2.11769441894571	0	PJ016_38	sample	294.584642382452	8199	1.00113545496125
38	PJ016_39	9.9352655437786	1.86668930729248	10	PJ016_39	sample	214.401634803364	8199	1.00113545496125
39	PJ016_40	-3.25908793394247	2.84560971299101	4	PJ016_40	sample	160.502301791334	8199	1.00113545496125
40	PJ016_41	9.22759973660782	2.1750888701200197	10	PJ016_41	sample	197.73525982075	8199	1.00113545496125
41	PJ016_42	-5.83111958930951	2.8027557220526003	1	PJ016_42	sample	175.532702292105	8199	1.00113545496125
42	PJ016_43	-6.320360847050741	-0.171342706265321	3	PJ016_43	sample	166.152700247924	8199	1.00113545496125
43	PJ016_44	-5.0864320461516	0.34391405598319896	3	PJ016_44	sample	201.47036415571498	8199	1.00113545496125
44	PJ016_45	-6.06582734619714	2.2105424269453	3	PJ016_45	sample	208.049029830391	8199	1.00113545496125
45	PJ016_46	8.28305193606976	-4.0458163600998995	6	PJ016_46	sample	199.375530611161	8199	1.00113545496125
46	PJ016_47	-5.65724090432583	4.10141542543549	1	PJ016_47	sample	180.58780712720403	8199	1.00113545496125
47	PJ016_48	8.13739558939463	0.558061534687778	0	PJ016_48	sample	250.85954961742698	8199	1.00113545496125
48	PJ016_49	-6.25100398429492	3.55356458426884	1	PJ016_49	sample	177.38204077121102	8199	1.00113545496125
49	PJ016_50	7.61988644920295	-0.820913664394826	0	PJ016_50	sample	282.348595335358	8199	1.00113545496125
50	PJ016_51	-6.66458208822825	0.8860533736669391	3	PJ016_51	sample	248.101724685107	8199	1.00113545496125
51	PJ016_52	-4.82707564212803	2.38422673998608	1	PJ016_52	sample	184.72563777504902	8199	1.00113545496125
52	PJ016_53	7.60494999212924	-0.454595500217702	0	PJ016_53	sample	233.26879820918	8199	1.00113545496125
53	PJ016_54	-5.45669187393451	2.16862319918653	1	PJ016_54	sample	172.93158890777698	8199	1.00113545496125
54	PJ016_55	-6.70618084768486	1.02644116954941	3	PJ016_55	sample	191.527649845724	8199	1.00113545496125
55	PJ016_56	10.320664839758699	-0.652298110204055	0	PJ016_56	sample	269.779912508994	8199	1.00113545496125
56	PJ016_57	7.82230170788368	0.134933551437437	0	PJ016_57	sample	202.706056699355	8199	1.00113545496125
57	PJ016_58	8.09173782148412	-0.8092793951175241	0	PJ016_58	sample	344.98789056867895	8199	1.00113545496125
58	PJ016_59	9.42053729461628	1.06904611502543	10	PJ016_59	sample	248.614367575539	8199	1.00113545496125
59	PJ016_60	-4.65420650334483	1.65922206903902	3	PJ016_60	sample	184.504708978372	8199	1.00113545496125
60	PJ016_61	9.152862570464698	1.4085387742220898	10	PJ016_61	sample	283.727228714301	8199	1.00113545496125
61	PJ016_62	-6.86359564851087	1.96014891301143	3	PJ016_62	sample	167.848676428705	8199	1.00113545496125
62	PJ016_63	8.32594336584731	-0.885156906573624	0	PJ016_63	sample	254.842263414066	8199	1.00113545496125
63	PJ016_64	-4.58722809497517	1.5370880777969598	3	PJ016_64	sample	205.326255792059	8199	1.00113545496125
64	PJ016_65	-5.1265516273863705	3.68025529918113	1	PJ016_65	sample	196.32745963748502	8199	1.00113545496125
65	PJ016_66	-5.666899116675791	0.101932065576776	3	PJ016_66	sample	184.673288408657	8199	1.00113545496125
66	PJ016_67	-4.66637059611751	0.637963552865226	2	PJ016_67	sample	214.759183556284	8199	1.00113545496125
67	PJ016_68	-6.66820009647759	1.5574863663918501	3	PJ016_68	sample	189.940435320454	8199	1.00113545496125
68	PJ016_69	-5.39540986467662	1.50170497512434	3	PJ016_69	sample	147.584256037885	8199	1.00113545496125
69	PJ016_70	10.0421719707243	2.31219931428806	10	PJ016_70	sample	214.47382684802201	8199	1.00113545496125
70	PJ016_71	9.339690958311051	2.37408836490344	10	PJ016_71	sample	278.89790764609796	8199	1.00113545496125
71	PJ016_72	-5.9614314864833	4.2435940819984594	1	PJ016_72	sample	195.668062994554	8199	1.00113545496125
72	PJ016_73	-6.50320844094633	0.21531871081147197	2	PJ016_73	sample	155.373179896977	8199	1.00113545496125
73	PJ016_74	-5.14941142727415	2.5373788478492596	3	PJ016_74	sample	180.444584473313	8199	1.00113545496125
74	PJ016_75	-5.072668875031191	3.50000414437203	1	PJ016_75	sample	149.579347504663	8199	1.00113545496125
75	PJ016_76	9.33705438416283	2.174551590452	10	PJ016_76	sample	208.272982747357	8199	1.00113545496125
76	PJ016_77	-5.89398978116219	3.50412973453292	1	PJ016_77	sample	158.87117915399799	8199	1.00113545496125
77	PJ016_78	-5.893976129225839	2.68013307933496	1	PJ016_78	sample	175.44669873680098	8199	1.00113545496125
78	PJ016_79	-6.452072495109251	2.17858816882853	3	PJ016_79	sample	182.419762013088	8199	1.00113545496125
79	PJ016_80	-5.325832920650231	-0.6798239127732579	2	PJ016_80	sample	197.109254991265	8199	1.00113545496125
80	PJ016_81	-3.4075739983373703	1.4052827410695299	3	PJ016_81	sample	189.383057708102	8199	1.00113545496125
81	PJ016_82	-4.401688613455559	2.6631761711412	1	PJ016_82	sample	188.79950525220198	8199	1.00113545496125
82	PJ016_83	-6.36885816063913	3.2221123500602102	1	PJ016_83	sample	190.761190053375	8199	1.00113545496125
83	PJ016_84	-6.09385615960461	3.18947577605264	1	PJ016_84	sample	180.66794364939602	8199	1.00113545496125
84	PJ016_85	-5.5870613272237994	1.31229134063621	3	PJ016_85	sample	221.95630277897098	8199	1.00113545496125
85	PJ016_86	-6.65521852642841	-0.0304061856144981	3	PJ016_86	sample	183.93462761366797	8199	1.00113545496125
86	PJ016_87	-4.86983643893699	2.6789348417362002	1	PJ016_87	sample	187.801134365114	8199	1.00113545496125
87	PJ016_88	-5.47385742065467	4.50217345673872	1	PJ016_88	sample	161.796265025966	8199	1.00113545496125
88	PJ016_89	-5.03619700832497	1.8488439663525	3	PJ016_89	sample	164.533771325431	8199	1.00113545496125
89	PJ016_90	7.914876190753991	-0.521431285368213	0	PJ016_90	sample	243.720979583459	8199	1.00113545496125
90	PJ016_91	-4.77112885683091	1.8842910225334701	3	PJ016_91	sample	172.98831166483	8199	1.00113545496125
91	PJ016_92	-4.24147048628357	3.24432370935789	1	PJ016_92	sample	176.35587018119202	8199	1.00113545496125
92	PJ016_93	-6.686700505014651	1.15384568445143	3	PJ016_93	sample	221.947580531547	8199	1.00113545496125
93	PJ016_94	-1.8104433928053	1.10631740488199	5	PJ016_94	sample	181.80146430549	8199	1.00113545496125
94	PJ016_95	-6.644262354195599	2.2794631712133597	3	PJ016_95	sample	218.849966477766	8199	1.00113545496125
95	PJ016_96	-6.66838653704311	1.90124785072201	3	PJ016_96	sample	221.117626720663	8199	1.00113545496125
96	PJ016_97	-4.98764983552171	4.3372634840579	1	PJ016_97	sample	215.22964842236198	8199	1.00113545496125
97	PJ016_98	-6.27253501724376	1.7964018678703302	3	PJ016_98	sample	213.164989478246	8199	1.00113545496125
98	PJ016_99	-5.030427249122259	0.654809070468084	3	PJ016_99	sample	182.18351967073798	8199	1.00113545496125
99	PJ016_100	-5.633758626618969	-0.22959600267031402	2	PJ016_100	sample	174.24733863730597	8199	1.00113545496125
100	PJ016_101	-4.48964366792326	1.31365200029793	4	PJ016_101	sample	228.384369919141	8199	1.00113545496125
101	PJ016_102	7.00411110120993	-3.9831031664929504	8	PJ016_102	sample	314.97969096591703	8199	1.00113545496125
102	PJ016_103	-3.65359139152053	1.90764160016943	3	PJ016_103	sample	202.911235717371	8199	1.00113545496125
103	PJ016_104	8.827500030910551	1.4016326287329701	10	PJ016_104	sample	232.097083074654	8199	1.00113545496125
104	PJ016_105	-1.9938737069228798	-0.20529329400709398	5	PJ016_105	sample	238.179878623513	8199	1.00113545496125
105	PJ016_106	-2.5842390939862403	-0.866349872746532	5	PJ016_106	sample	214.205708492392	8199	1.00113545496125
106	PJ016_107	-0.485679026233039	-0.767319964625651	9	PJ016_107	sample	192.104921676649	8199	1.00113545496125
107	PJ016_108	-6.61428094796328	-1.29526990458765	7	PJ016_108	sample	187.89267171567502	8199	1.00113545496125
108	PJ016_109	10.6027007326871	-0.69471400146385	0	PJ016_109	sample	252.438469480747	8199	1.00113545496125
109	PJ016_110	-4.37057364233921	1.1674902950751298	3	PJ016_110	sample	185.686611925076	8199	1.00113545496125
110	PJ016_111	8.180203926606309	-0.8604558118986391	0	PJ016_111	sample	256.399904489886	8199	1.00113545496125
111	PJ016_112	-5.89355009990759	3.2624781547798802	1	PJ016_112	sample	157.91864523726102	8199	1.00113545496125
112	PJ016_113	-3.0310958350269597	0.804082749426688	3	PJ016_113	sample	179.499373717935	8199	1.00113545496125
113	PJ016_114	-5.498894738403	0.37920327598651093	3	PJ016_114	sample	244.72434633583302	8199	1.00113545496125
114	PJ016_115	-4.1820683721341805	2.5895700596657596	4	PJ016_115	sample	181.90784060595	8199	1.00113545496125
115	PJ016_116	8.81560817524344	-5.28556695689451	6	PJ016_116	sample	279.05366473365	8199	1.00113545496125
116	PJ016_117	-5.74766313531404	0.7417581708009091	3	PJ016_117	sample	179.73745544296298	8199	1.00113545496125
117	PJ016_118	8.58590158158287	-0.98625033962795	0	PJ016_118	sample	234.05860573146	8199	1.00113545496125
118	PJ016_119	-4.93928726702474	2.1754380559559	2	PJ016_119	sample	149.917983355504	8199	1.00113545496125
119	PJ016_120	-3.7149444303424306	0.0662090099916446	2	PJ016_120	sample	227.568007200512	8199	1.00113545496125
120	PJ016_121	-3.76045583936633	3.3393730536789	1	PJ016_121	sample	125.764729354748	8199	1.00113545496125
121	PJ016_122	6.280222330955381	-3.56880766905075	8	PJ016_122	sample	371.35885461607904	8199	1.00113545496125
122	PJ016_123	-4.59936824457264	4.26076873113526	1	PJ016_123	sample	259.612150026905	8199	1.00113545496125
123	PJ016_124	-6.24126793411983	0.362133834248439	3	PJ016_124	sample	206.763004620819	8199	1.00113545496125
124	PJ016_125	-5.60975806197809	2.3305871994414105	1	PJ016_125	sample	231.23245742746101	8199	1.00113545496125
125	PJ016_126	-3.2129480332711897	0.6386039204235171	2	PJ016_126	sample	132.50213688984698	8199	1.00113545496125
126	PJ016_127	8.61571183088291	-5.77237489271492	6	PJ016_127	sample	344.36226425667803	8199	1.00113545496125
127	PJ016_128	-6.76523815123999	1.99381287640165	3	PJ016_128	sample	186.48804695489102	8199	1.00113545496125
128	PJ016_129	-6.7714535558140705	0.366686946535942	3	PJ016_129	sample	205.34475630522098	8199	1.00113545496125
129	PJ016_130	-5.17720467107819	2.7731175544283597	1	PJ016_130	sample	171.669259858815	8199	1.00113545496125
130	PJ016_131	-5.79045297832312	0.34088529673472395	2	PJ016_131	sample	255.416483361291	8199	1.00113545496125
131	PJ016_132	-6.410654812873941	-0.647988772213816	3	PJ016_132	sample	190.725567345225	8199	1.00113545496125
132	PJ016_133	-6.7811333057936904	-0.328927341312205	3	PJ016_133	sample	172.684413340522	8199	1.00113545496125
133	PJ016_134	-5.05673601362459	-0.711938713596756	2	PJ016_134	sample	197.363240399332	8199	1.00113545496125
134	PJ016_135	-1.0730106973307498	-0.28195554316198496	5	PJ016_135	sample	252.945604415981	8199	1.00113545496125
135	PJ016_136	-6.35137062970396	1.4906185981096598	3	PJ016_136	sample	196.294626533363	8199	1.00113545496125
136	PJ016_137	7.415434373845941	-1.94785486855822	0	PJ016_137	sample	336.091882150723	8199	1.00113545496125
137	PJ016_138	10.595771085014599	-0.34920182652236204	0	PJ016_138	sample	280.361762274771	8199	1.00113545496125
138	PJ016_139	-4.894611867207731	3.83196050217091	1	PJ016_139	sample	188.24278283528	8199	1.00113545496125
139	PJ016_140	-4.77996861834556	1.88019762742267	3	PJ016_140	sample	154.551047472969	8199	1.00113545496125
140	PJ016_141	-6.01803468465911	2.5615630789706603	1	PJ016_141	sample	257.12750464331504	8199	1.00113545496125
141	PJ016_142	-1.834994408933	1.1554490781601598	5	PJ016_142	sample	181.818180892352	8199	1.00113545496125
142	PJ016_143	-6.05875527455606	3.85859001187739	1	PJ016_143	sample	178.493581156289	8199	1.00113545496125
143	PJ016_144	-3.76071088629273	-1.15647037614327	2	PJ016_144	sample	153.605524399885	8199	1.00113545496125
144	PJ016_145	-5.09197619833863	1.6601402554891203	3	PJ016_145	sample	182.031714882631	8199	1.00113545496125
145	PJ016_146	-3.86371410939227	2.5775053975719397	4	PJ016_146	sample	179.18502498756598	8199	1.00113545496125
146	PJ016_147	-3.29438656785717	-0.300336138947527	2	PJ016_147	sample	262.547215372893	8199	1.00113545496125
147	PJ016_148	7.704492647919119	-0.473174637156304	0	PJ016_148	sample	267.525034826249	8199	1.00113545496125
148	PJ016_149	-5.94681228952636	3.3400149655636797	1	PJ016_149	sample	174.68892231510102	8199	1.00113545496125
149	PJ016_150	-4.42467672614133	2.24261791654852	1	PJ016_150	sample	189.949207690045	8199	1.00113545496125
150	PJ016_151	7.67186028580451	-0.39082804421981604	0	PJ016_151	sample	283.948652553175	8199	1.00113545496125
151	PJ016_152	-5.9588735912263	0.7073442008969921	3	PJ016_152	sample	182.345629806362	8199	1.00113545496125
152	PJ016_153	-6.57249754774951	1.0070818953693401	2	PJ016_153	sample	239.51224510775901	8199	1.00113545496125
153	PJ016_154	-0.947846428333593	-0.0628350308485102	5	PJ016_154	sample	226.98551851624802	8199	1.00113545496125
154	PJ016_155	-6.3404944512266805	1.7683187161403	3	PJ016_155	sample	170.66866632793	8199	1.00113545496125
155	PJ016_156	8.27497604615703	-4.71795697363483	6	PJ016_156	sample	322.042170040261	8199	1.00113545496125
156	PJ016_157	-2.5135657760357404	-1.3578256720570299	5	PJ016_157	sample	383.564655872984	8199	1.00113545496125
157	PJ016_158	-5.787114899974589	4.01727829164145	1	PJ016_158	sample	191.93655671225898	8199	1.00113545496125
158	PJ016_159	-5.92951024383626	2.16012138092711	3	PJ016_159	sample	179.029533040213	8199	1.00113545496125
159	PJ016_160	-5.370007692029799	1.52040600544194	3	PJ016_160	sample	153.755651213997	8199	1.00113545496125
160	PJ016_161	-5.64564621307914	3.7047481758306895	1	PJ016_161	sample	168.101261204877	8199	1.00113545496125
161	PJ016_162	-4.953192170356	4.08527126317168	1	PJ016_162	sample	174.672925595634	8199	1.00113545496125
162	PJ016_163	8.87011302573807	-5.52078798119815	6	PJ016_163	sample	273.532083183789	8199	1.00113545496125
163	PJ016_164	-6.69077612231322	2.62628822811362	3	PJ016_164	sample	314.551962433838	8199	1.00113545496125
164	PJ016_165	-6.477300296628631	0.308193599176412	3	PJ016_165	sample	171.455162289015	8199	1.00113545496125
165	PJ016_166	-3.0419129986119198	0.592336159871699	5	PJ016_166	sample	275.922570999181	8199	1.00113545496125
166	PJ016_167	-4.07835528924001	-0.8017613346592851	2	PJ016_167	sample	188.293257853622	8199	1.00113545496125
167	PJ016_168	8.916746647314769	-0.36156417560322096	0	PJ016_168	sample	237.76419402732398	8199	1.00113545496125
168	PJ016_169	6.3561186443413495	-3.9925820154730696	8	PJ016_169	sample	291.33368141092603	8199	1.00113545496125
169	PJ016_170	-6.040030433429849	3.3474017907433904	1	PJ016_170	sample	190.68066557542198	8199	1.00113545496125
170	PJ016_171	-3.8345983127300696	-0.830401566848478	2	PJ016_171	sample	184.555461726002	8199	1.00113545496125
171	PJ016_172	-6.23169035933948	0.9003535758825341	3	PJ016_172	sample	168.05088273318398	8199	1.00113545496125
172	PJ016_173	-5.950536628039111	2.86156451643372	1	PJ016_173	sample	230.192929569787	8199	1.00113545496125
173	PJ016_174	-4.16569018154634	-1.51680262533413	2	PJ016_174	sample	171.607366384509	8199	1.00113545496125
174	PJ016_175	-2.68117250882733	1.8325350392740403	4	PJ016_175	sample	211.19614632152698	8199	1.00113545496125
175	PJ016_176	8.97240944579196	1.5798460898302298	10	PJ016_176	sample	211.212023063686	8199	1.00113545496125
176	PJ016_177	-6.95060682244233	1.96264186986225	3	PJ016_177	sample	256.953455756798	8199	1.00113545496125
177	PJ016_178	-5.21719221780636	3.103611828999	1	PJ016_178	sample	252.58054656312	8199	1.00113545496125
178	PJ016_179	-3.67615317622661	2.4932321615171698	4	PJ016_179	sample	185.850379772571	8199	1.00113545496125
179	PJ016_180	-0.45887122350278997	-0.573237444915708	9	PJ016_180	sample	263.789348607071	8199	1.00113545496125
180	PJ016_181	-5.01047427815884	2.3155363787912897	1	PJ016_181	sample	186.570495939477	8199	1.00113545496125
181	PJ016_182	-4.614120565924031	-1.01932140006022	2	PJ016_182	sample	213.44868414149101	8199	1.00113545496125
182	PJ016_183	-1.76225022658908	-0.225060811219596	5	PJ016_183	sample	234.29495113055802	8199	1.00113545496125
183	PJ016_184	-6.50301243248616	1.1251163511264899	3	PJ016_184	sample	225.611030951076	8199	1.00113545496125
184	PJ016_185	-2.76721149403408	-0.30550849747482106	2	PJ016_185	sample	193.127680460508	8199	1.00113545496125
185	PJ016_186	-1.97823329188126	-0.441228292076829	5	PJ016_186	sample	171.769842161756	8199	1.00113545496125
186	PJ016_187	9.99561242550608	-0.130735291796679	0	PJ016_187	sample	236.37982989923302	8199	1.00113545496125
187	PJ016_188	-4.730089591515731	2.73265890723872	1	PJ016_188	sample	194.74047796998298	8199	1.00113545496125
188	PJ016_189	-3.06638826323253	2.16033380933716	4	PJ016_189	sample	161.275411247187	8199	1.00113545496125
189	PJ016_190	-4.34302559310927	0.9400668634450741	3	PJ016_190	sample	174.75857381810502	8199	1.00113545496125
190	PJ016_191	-6.01558646633708	2.2610484105023	3	PJ016_191	sample	175.815107077414	8199	1.00113545496125
191	PJ016_192	-6.49689122581419	-1.7328950886588899	7	PJ016_192	sample	239.017145858559	8199	1.00113545496125
192	PJ016_193	9.5645999401764	2.315084410849	10	PJ016_193	sample	293.250342985167	8199	1.00113545496125
193	PJ016_194	-5.4651603449128	4.41920948361294	1	PJ016_194	sample	234.58728846451598	8199	1.00113545496125
194	PJ016_195	-4.70860065952379	-0.5665625575796421	11	PJ016_195	sample	283.814350824797	8199	1.00113545496125
195	PJ016_196	-1.10166350519086	0.653028685714148	5	PJ016_196	sample	231.076542284443	8199	1.00113545496125
196	PJ016_197	-4.12177302306037	0.159364701878928	2	PJ016_197	sample	185.820129723008	8199	1.00113545496125
197	PJ016_198	-5.6951462323808	0.675835659795347	3	PJ016_198	sample	202.818064765097	8199	1.00113545496125
198	PJ016_199	-5.9173710972922695	4.42230754990172	1	PJ016_199	sample	180.768497051395	8199	1.00113545496125
199	PJ016_200	8.1959458365268	-0.715754409459032	0	PJ016_200	sample	328.909710772979	8199	1.00113545496125
200	PJ016_201	-6.57621245304909	1.28992279112909	3	PJ016_201	sample	258.638723133614	8199	1.00113545496125
201	PJ016_202	-6.408298939561651	1.01098143990261	3	PJ016_202	sample	206.528793801112	8199	1.00113545496125
202	PJ016_203	-6.16826287730659	0.10796841597253999	3	PJ016_203	sample	200.44782286687197	8199	1.00113545496125
203	PJ016_204	-4.86358769175649	0.7588930346656491	3	PJ016_204	sample	178.962531210333	8199	1.00113545496125
204	PJ016_205	-2.2309891973882996	0.8329967268781	5	PJ016_205	sample	179.60504572085702	8199	1.00113545496125
205	PJ016_206	-3.82496637863599	1.85745201883006	4	PJ016_206	sample	153.68122353486999	8199	1.00113545496125
206	PJ016_207	9.831038635419551	-0.6818865818216121	0	PJ016_207	sample	267.872255699671	8199	1.00113545496125
207	PJ016_208	-5.376050508959559	1.81786641833624	3	PJ016_208	sample	177.46361345076198	8199	1.00113545496125
208	PJ016_209	-5.809265060513719	0.968294129056733	3	PJ016_209	sample	180.392802868269	8199	1.00113545496125
209	PJ016_210	-6.876393065969889	0.0416392497274414	3	PJ016_210	sample	263.623450874705	8199	1.00113545496125
210	PJ016_211	8.79186227896505	-5.73142958159225	6	PJ016_211	sample	244.503698632827	8199	1.00113545496125
211	PJ016_212	6.448723629587509	-3.55837245133003	8	PJ016_212	sample	342.19867425358603	8199	1.00113545496125
212	PJ016_213	-3.96337936039807	0.21352429975510395	2	PJ016_213	sample	148.371204278579	8199	1.00113545496125
213	PJ016_214	9.537722152628131	-2.536598149295	0	PJ016_214	sample	305.802493277897	8199	1.00113545496125
214	PJ016_215	7.527944145217121	-0.620058620357876	0	PJ016_215	sample	268.68603798244	8199	1.00113545496125
215	PJ016_216	-6.082287523465741	3.7089653370277897	1	PJ016_216	sample	164.218265098043	8199	1.00113545496125
216	PJ016_217	-3.79535147009857	4.017299610258521	1	PJ016_217	sample	209.05500317795799	8199	1.00113545496125
217	PJ016_218	-4.34158836710545	2.26975175840628	1	PJ016_218	sample	181.759618469347	8199	1.00113545496125
218	PJ016_219	-2.8227255423392097	2.8557947789623497	1	PJ016_219	sample	147.538593318093	8199	1.00113545496125
219	PJ016_220	-5.70739711160892	3.1843874616404504	1	PJ016_220	sample	155.655731387705	8199	1.00113545496125
220	PJ016_221	-4.75247554683979	2.6346481227776204	1	PJ016_221	sample	174.27598272800498	8199	1.00113545496125
221	PJ016_222	-3.5431452526870095	1.07931311710199	1	PJ016_222	sample	161.487971430431	8199	1.00113545496125
222	PJ016_223	-4.80488869570995	3.1828856950718905	1	PJ016_223	sample	199.37856148514	8199	1.00113545496125
223	PJ016_224	9.144536211169351	-0.7543873469716871	0	PJ016_224	sample	194.57124327679298	8199	1.00113545496125
224	PJ016_225	0.419284782149864	-1.62072088117539	9	PJ016_225	sample	329.771418813922	8199	1.00113545496125
225	PJ016_226	9.035665925318	1.8613852356350202	10	PJ016_226	sample	209.80145333714802	8199	1.00113545496125
226	PJ016_227	-6.19434185635322	0.45315118212662897	3	PJ016_227	sample	190.74698965892202	8199	1.00113545496125
227	PJ016_228	-3.86703615715419	1.05162833149396	4	PJ016_228	sample	193.096749225966	8199	1.00113545496125
228	PJ016_229	-2.77367758985012	0.0705763262520671	2	PJ016_229	sample	257.070239678407	8199	1.00113545496125
229	PJ016_230	9.45156276750185	-0.541756163021748	0	PJ016_230	sample	252.677696401888	8199	1.00113545496125
230	PJ016_231	-4.24527501165495	1.3497627952611202	3	PJ016_231	sample	174.170766181679	8199	1.00113545496125
231	PJ016_232	-6.654505668438981	0.130498596910677	3	PJ016_232	sample	179.29491595065898	8199	1.00113545496125
232	PJ016_233	-5.9514620501452	0.6619154466271441	3	PJ016_233	sample	197.532460353974	8199	1.00113545496125
233	PJ016_234	-4.4616329322911294	1.02136356680263	2	PJ016_234	sample	222.447206180281	8199	1.00113545496125
234	PJ016_235	-0.344887543569437	-0.203847018570536	5	PJ016_235	sample	226.006460508093	8199	1.00113545496125
235	PJ016_236	-2.7984765370689	1.33363581786976	4	PJ016_236	sample	198.20882911169602	8199	1.00113545496125
236	PJ016_237	-6.358449708131809	1.54264782826608	3	PJ016_237	sample	208.34021209211897	8199	1.00113545496125
237	PJ016_238	-6.914039038357981	2.14131880816232	3	PJ016_238	sample	210.548725542933	8199	1.00113545496125
238	PJ016_239	7.69516878408588	-2.40770850182126	0	PJ016_239	sample	324.101013919646	8199	1.00113545496125
239	PJ016_240	8.1966466000184	-1.29362760845123	0	PJ016_240	sample	291.93769964688596	8199	1.00113545496125
240	PJ016_241	6.97214988192891	-4.12682190474239	8	PJ016_241	sample	255.09395729139703	8199	1.00113545496125
241	PJ016_242	9.181194431878609	-0.6738843688919159	0	PJ016_242	sample	207.332412609735	8199	1.00113545496125
242	PJ016_243	-5.46224790911772	0.7633434792963628	3	PJ016_243	sample	197.70711802253	8199	1.00113545496125
243	PJ016_244	-6.79976027917037	-0.278783252374108	3	PJ016_244	sample	290.499381063924	8199	1.00113545496125
244	PJ016_245	8.34073562823918	-0.9226890059712629	0	PJ016_245	sample	306.158376301369	8199	1.00113545496125
