p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
2.91111897627544e-49,0.343300142909479,0.682,0.731,5.82223795255088e-46,2,SLIT1
8.74234341531629e-46,0.251696967411399,0.721,0.773,1.74846868306326e-42,2,CLDN10
5.1641563631347e-44,0.353043148271582,0.669,0.713,1.03283127262694e-40,2,SERPINE2
2.05719203356483e-43,0.263405779691117,0.962,0.933,4.11438406712966e-40,2,HLA-C
2.84683977629688e-42,0.336180519953406,0.669,0.724,5.69367955259375e-39,2,TRIL
3.97194833025223e-42,0.435555476007912,0.543,0.584,7.94389666050447e-39,2,OLIG2
1.5270825323718e-41,0.250304196765747,0.756,0.817,3.05416506474359e-38,2,RP11-71N10.1
6.62548900037296e-41,0.274898942074398,0.538,0.517,1.32509780007459e-37,2,PTPRS
1.19606077533446e-40,0.277269878034405,0.657,0.681,2.39212155066893e-37,2,NKAIN4
3.20116224886423e-37,0.280320699972077,0.591,0.612,6.40232449772846e-34,2,SPRY4
4.11095490019899e-33,0.309521965918856,0.654,0.697,8.22190980039798e-30,2,MEST
3.60742946247609e-28,0.277066483060022,0.712,0.72,7.21485892495217e-25,2,PDGFA
8.99375934421204e-28,0.306036253662947,0.665,0.74,1.79875186884241e-24,2,NT5E
8.17200676752876e-20,0.275527299942365,0.644,0.706,1.63440135350575e-16,2,TNFAIP6
3.30898652770152e-18,0.270782592918546,0.342,0.332,6.61797305540303e-15,2,SEZ6L
1.59150038807785e-16,0.302223853066952,0.446,0.469,3.1830007761557e-13,2,AIF1L
7.36519721964076e-15,0.253581302829593,0.617,0.682,1.47303944392815e-11,2,CSPG4
0,1.00963628100603,0.837,0.646,0,3,VEGFA
0,0.791407594272438,0.865,0.703,0,3,CHI3L1
0,0.665650243746114,0.906,0.753,0,3,LGALS3
0,0.598570095458718,0.969,0.895,0,3,MT1X
0,0.59517169177862,0.872,0.757,0,3,GDF15
0,0.424446462311152,0.881,0.749,0,3,LPL
0,0.424082162269815,0.857,0.759,0,3,TRIB3
0,0.254336465191357,0.854,0.783,0,3,CAMK2B
1.78072198166778e-284,0.500411380601379,0.909,0.817,3.56144396333556e-281,3,MT1XP1
2.41971171111561e-269,0.421924842397907,0.945,0.864,4.83942342223121e-266,3,MT2P1
9.65446795566069e-265,0.52462553471935,0.893,0.81,1.93089359113214e-261,3,MT1G
3.15416785582952e-263,0.895756386999075,0.749,0.481,6.30833571165905e-260,3,IGFBP5
5.25438707378804e-254,0.326109276411171,0.784,0.68,1.05087741475761e-250,3,GRB10
1.60990343790682e-252,0.388764874256535,0.869,0.701,3.21980687581364e-249,3,MTATP6P1
4.05112072599546e-252,0.25011559490398,0.774,0.594,8.10224145199091e-249,3,JAG1
1.34322297545641e-240,0.45526259050988,0.998,0.982,2.68644595091281e-237,3,MT2A
1.80135261755842e-191,0.323274080149816,0.862,0.787,3.60270523511684e-188,3,NUPR1
2.81323105776784e-182,0.264791659030214,0.817,0.691,5.62646211553568e-179,3,ASNS
4.57576538319385e-170,0.299808000119877,0.95,0.866,9.1515307663877e-167,3,SPARCL1
4.82814575300092e-165,0.255684054764761,0.81,0.668,9.65629150600184e-162,3,GARS
4.89174178249197e-153,0.285557389000378,0.885,0.788,9.78348356498394e-150,3,IGFBP2
2.70109746786555e-151,0.556724763087371,0.676,0.558,5.40219493573111e-148,3,NDRG1
4.858577270577e-150,0.394239730821361,0.546,0.341,9.71715454115399e-147,3,AKAP12
5.06146401063085e-128,0.296250596556455,0.747,0.659,1.01229280212617e-124,3,DDIT3
8.14716602484371e-126,0.258311046558267,0.986,0.937,1.62943320496874e-122,3,VIM
7.70914217916329e-104,0.310714975807427,0.714,0.672,1.54182843583266e-100,3,PLOD2
2.32366229424554e-99,0.292557694143072,0.695,0.674,4.64732458849109e-96,3,SPOCK2
2.92024833877293e-88,0.297499342286287,0.657,0.646,5.84049667754587e-85,3,CA12
7.38867344525185e-70,0.268356450246014,0.571,0.485,1.47773468905037e-66,3,SCG2
6.07195623457443e-62,0.384604808679381,0.65,0.621,1.21439124691488e-58,3,HILPDA
5.65540238288684e-46,0.327508009530467,0.654,0.617,1.13108047657737e-42,3,WARS
6.6335377971756e-15,0.287017513884157,0.463,0.427,1.32670755943512e-11,3,ADM
0,1.46363084433599,0.874,0.585,0,4,PCNA
0,1.34738161843604,0.794,0.581,0,4,TYMS
0,1.32078726054245,0.842,0.586,0,4,KIAA0101
0,1.1697148844193,0.739,0.421,0,4,RRM2
0,1.15143383805704,0.906,0.64,0,4,TUBB
0,1.13983676529152,0.919,0.65,0,4,H2AFZ
0,1.08545468310704,0.984,0.812,0,4,TUBA1B
0,1.01669948935116,0.722,0.418,0,4,MCM7
0,0.996927380385991,0.859,0.667,0,4,CCDC34
0,0.989815924668526,0.693,0.349,0,4,DHFR
0,0.982688696280643,0.93,0.784,0,4,HMGN2
0,0.973752654190054,0.83,0.609,0,4,HMGB2
0,0.92483547923498,0.807,0.48,0,4,TK1
0,0.906907745148122,0.889,0.706,0,4,STMN1
0,0.9019304209405,0.771,0.502,0,4,UBE2T
0,0.887998464764985,0.926,0.775,0,4,HMGB1
0,0.873626921395319,0.795,0.453,0,4,CENPM
0,0.860293298221702,0.785,0.588,0,4,BIRC5
0,0.796309586327028,0.744,0.447,0,4,MYBL2
0,0.782783987566628,0.778,0.527,0,4,PBK
0,0.758218005497162,0.874,0.637,0,4,H2AFZP3
0,0.749786292197243,0.737,0.361,0,4,SPC25
0,0.706185979272465,0.769,0.47,0,4,CENPK
0,0.630883116198231,0.755,0.527,0,4,NUSAP1
0,0.610050936708112,0.724,0.502,0,4,CDK1
0,0.469418385591923,0.926,0.812,0,4,NOS2
0,0.432309967111017,0.734,0.418,0,4,TCF19
0,0.427966757244617,0.791,0.616,0,4,MNS1
0,0.40307006905517,0.659,0.299,0,4,E2F1
1.113387204733e-299,0.828464505407623,0.776,0.533,2.22677440946601e-296,4,HMGB1P5
8.20782968240646e-284,0.589335848211158,0.741,0.469,1.64156593648129e-280,4,SMC4
1.60078516278204e-279,0.680259392452637,0.81,0.629,3.20157032556408e-276,4,DTYMK
5.98883302668093e-259,0.572745137842923,0.658,0.414,1.19776660533619e-255,4,CDCA5
2.40941404960019e-240,0.277218327605627,0.662,0.416,4.81882809920038e-237,4,OIP5
8.14528869962057e-240,0.36628403049799,0.652,0.456,1.62905773992411e-236,4,RAD51
1.56128230757784e-235,0.60848419649254,0.725,0.561,3.12256461515568e-232,4,UBE2C
3.36148769565232e-229,0.467122758620933,0.683,0.477,6.72297539130465e-226,4,CDKN3
5.31378872704217e-227,0.785353916611074,0.72,0.532,1.06275774540843e-223,4,UHRF1
5.71783725892098e-226,0.506402346107583,0.665,0.444,1.1435674517842e-222,4,NCAPG2
2.68227684579529e-223,0.408717912606081,0.964,0.811,5.36455369159058e-220,4,DBIP1
4.38499864961304e-220,0.586844493806329,0.661,0.437,8.76999729922608e-217,4,FEN1
8.40572634734572e-220,0.504884942455964,0.657,0.455,1.68114526946914e-216,4,CENPN
3.0347607341804e-217,0.573119155124231,0.68,0.468,6.0695214683608e-214,4,TPX2
3.2720044771283e-215,0.626430461706644,0.653,0.455,6.5440089542566e-212,4,MCM2
1.09526804514597e-203,0.385800587255935,0.632,0.439,2.19053609029193e-200,4,CDC6
1.06318916051171e-202,0.347119903876237,0.627,0.359,2.12637832102343e-199,4,GTSE1
5.49079449083135e-186,0.378322533542995,0.591,0.315,1.09815889816627e-182,4,SKA3
1.92445942241468e-185,0.563518558932591,0.704,0.473,3.84891884482935e-182,4,H2AFX
4.65024094995933e-185,0.370815266136122,0.857,0.735,9.30048189991865e-182,4,CDK6
