p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
2.89823036427277e-285,0.567807054356112,0.863,0.77,5.79646072854553e-282,1,SLC1A3
1.2287362702385e-284,0.65536927964479,0.759,0.618,2.45747254047699e-281,1,TIMP3
3.91168060012089e-274,0.460590313761329,0.943,0.918,7.82336120024178e-271,1,TSC22D4
1.1538246800594e-266,0.574703597484582,0.877,0.787,2.30764936011879e-263,1,CNN3
4.29636024250761e-265,0.407865766233357,0.687,0.555,8.59272048501521e-262,1,SERPING1
4.23060766854486e-262,0.652954559663764,0.774,0.622,8.46121533708973e-259,1,MT1E
5.76694878500222e-261,0.512511665870536,0.599,0.318,1.15338975700044e-257,1,S100A10
9.38942874621112e-257,0.821136742327516,0.65,0.452,1.87788574924222e-253,1,ID4
1.96604815306493e-252,0.393582526838914,0.798,0.713,3.93209630612986e-249,1,TMEM176A
2.91745739665092e-240,0.474142202330547,0.899,0.883,5.83491479330184e-237,1,ATP1B2
3.50307254673063e-238,0.694030317635749,0.767,0.597,7.00614509346127e-235,1,ZFP36
7.96019869732959e-238,0.504423427405126,0.888,0.785,1.59203973946592e-234,1,GPM6B
5.08382479137621e-221,0.307503652400991,0.624,0.434,1.01676495827524e-217,1,ALDH1L1
6.09322537624692e-221,0.408764816688537,0.799,0.625,1.21864507524938e-217,1,SCD5
5.02226074381682e-216,0.383747108767657,0.749,0.682,1.00445214876336e-212,1,MT1L
3.00629261542611e-214,0.37688524531007,0.596,0.347,6.01258523085222e-211,1,ATP1B1
5.10308421359764e-211,0.456750685627447,0.844,0.839,1.02061684271953e-207,1,MLC1
1.68199022423741e-206,0.354280719781703,0.686,0.567,3.36398044847481e-203,1,SSPN
1.4262687937651e-205,0.479717024593677,0.673,0.481,2.8525375875302e-202,1,FADS2
3.60167940371135e-205,0.529106430185916,0.691,0.564,7.20335880742271e-202,1,DTNA
1.63101030303496e-199,0.36299651391009,0.517,0.261,3.26202060606991e-196,1,DNER
4.24582844174757e-196,0.321534538723569,0.666,0.442,8.49165688349514e-193,1,BTG2
5.53784291492803e-195,0.403619912974437,0.582,0.415,1.10756858298561e-191,1,RASD1
4.16255839911458e-182,0.611922034742587,0.704,0.606,8.32511679822917e-179,1,CYR61
4.45785814971495e-181,0.463185061719302,0.782,0.698,8.91571629942991e-178,1,LHFP
5.363835539196e-180,0.629612244272384,0.875,0.801,1.0727671078392e-176,1,JUN
8.60050481043407e-180,0.326478626429529,0.648,0.585,1.72010096208681e-176,1,FGF1
8.06936690081757e-179,0.306090518090982,0.584,0.382,1.61387338016351e-175,1,APC2
4.18900702794876e-176,0.534879452742222,0.821,0.771,8.37801405589751e-173,1,CEBPD
4.91715934171838e-176,0.36993445882112,0.859,0.772,9.83431868343675e-173,1,S100B
5.32862360744801e-176,0.354457526717508,0.887,0.876,1.0657247214896e-172,1,SPARCL1
3.37602653415314e-175,0.316389989873198,0.835,0.76,6.75205306830628e-172,1,TMEM176B
2.00714843680963e-166,0.419445374693501,0.821,0.793,4.01429687361926e-163,1,NUPR1
1.5160467102509e-164,0.525359561746784,0.651,0.57,3.03209342050179e-161,1,EFEMP1
3.12286931864305e-163,0.598468544043852,0.869,0.773,6.2457386372861e-160,1,FABP5
8.38802379221756e-163,0.332520324592608,0.699,0.565,1.67760475844351e-159,1,JAM2
3.45201840347438e-160,0.415086837187214,0.579,0.388,6.90403680694877e-157,1,LIFR
1.10296115260088e-158,0.292765482753036,0.546,0.342,2.20592230520177e-155,1,CCL2
1.50568949473958e-157,0.280272374665392,0.745,0.713,3.01137898947915e-154,1,TRIL
3.21204067792564e-155,0.275195435043032,0.54,0.406,6.42408135585128e-152,1,GALNT15
1.31123929726661e-154,0.475974745390894,0.631,0.578,2.62247859453323e-151,1,TRIM47
2.39553124300625e-152,0.327178724123306,0.63,0.532,4.7910624860125e-149,1,MATN2
4.75074361147092e-151,0.414611548257377,0.73,0.568,9.50148722294185e-148,1,ZFP36L1
4.73852535535504e-148,0.357255287313001,0.668,0.629,9.47705071071007e-145,1,MT1A
3.20731085472724e-144,0.348261722568311,0.597,0.446,6.41462170945449e-141,1,NDRG4
2.56806195964005e-143,0.295878699238786,0.75,0.636,5.13612391928009e-140,1,CSPG5
6.6435323803689e-142,0.291542356441359,0.654,0.545,1.32870647607378e-138,1,INAFM1
1.24194411987611e-141,0.312489553037766,0.614,0.478,2.48388823975222e-138,1,MSMO1
1.98425684733701e-141,0.345055152235276,0.682,0.651,3.96851369467401e-138,1,PRRX1
2.79315000587899e-140,0.282474690427002,0.842,0.808,5.58630001175798e-137,1,METRN
7.42028000903214e-139,0.327916334491447,0.796,0.693,1.48405600180643e-135,1,TSC22D1
1.30679647054015e-136,0.371840943895468,0.649,0.55,2.61359294108029e-133,1,ALDOC
1.24322302326282e-135,0.448494719976822,0.863,0.861,2.48644604652564e-132,1,BAALC
1.52731903243645e-135,0.414819335921797,0.689,0.624,3.05463806487291e-132,1,DKK3
4.0058872415717e-135,0.34266518785985,0.598,0.424,8.01177448314341e-132,1,RASSF4
7.37702210027251e-135,0.341441230175252,0.811,0.77,1.4754044200545e-131,1,NRCAM
5.21806381079359e-134,0.514492105663497,0.611,0.499,1.04361276215872e-130,1,LRIG1
2.34007053293791e-133,0.378542021213785,0.722,0.627,4.68014106587581e-130,1,NFKBIA
2.88608573886288e-133,0.491375972769469,0.521,0.341,5.77217147772576e-130,1,CD44
1.40121770910503e-131,0.302452885489875,0.617,0.467,2.80243541821007e-128,1,C11orf96
2.24010497847321e-124,0.323677125399373,0.729,0.688,4.48020995694643e-121,1,PLA2G16
4.34048437711552e-124,0.299060110258798,0.747,0.657,8.68096875423105e-121,1,SDC3
4.10761683777937e-117,0.336479507105726,0.6,0.451,8.21523367555874e-114,1,DCLK2
4.22419431247654e-117,0.47304543422402,0.645,0.582,8.44838862495309e-114,1,RFX4
1.12455728886284e-116,0.253448778824005,0.616,0.563,2.24911457772568e-113,1,CXCL14
6.7048640169025e-111,0.35814523234376,0.554,0.448,1.3409728033805e-107,1,ITPKB
1.8647922093009e-109,0.312303578508407,0.663,0.574,3.72958441860181e-106,1,EMP1
5.55030865633809e-107,0.43264369739093,0.679,0.584,1.11006173126762e-103,1,SOD2
1.00427397930081e-103,0.320675759119845,0.682,0.615,2.00854795860161e-100,1,SEPP1
2.66822892348014e-103,0.305752519193625,0.589,0.552,5.33645784696029e-100,1,SNTA1
5.77959057143803e-99,0.295198860793047,0.797,0.727,1.15591811428761e-95,1,NFIA
1.5592086033531e-98,0.528256050062643,0.609,0.588,3.1184172067062e-95,1,ELN
7.27091086864614e-98,0.273320537932001,0.59,0.511,1.45418217372923e-94,1,SOCS3
3.88645504579934e-88,0.617467152817676,0.837,0.815,7.77291009159868e-85,1,EGR1
9.62429808238354e-79,0.403840209493269,0.472,0.316,1.92485961647671e-75,1,AQP1
3.59860169222912e-78,0.25287192200584,0.646,0.612,7.19720338445824e-75,1,SYNM
1.01259644407695e-71,0.283994940146026,0.784,0.765,2.02519288815389e-68,1,GADD45A
1.79318355866534e-68,0.270510294187763,0.614,0.497,3.58636711733068e-65,1,FOSB
8.91007875413686e-68,0.286514652836742,0.567,0.488,1.78201575082737e-64,1,LINC00844
3.28436798331732e-66,0.265759596721198,0.815,0.831,6.56873596663464e-63,1,MT1XP1
3.54272858766738e-63,0.258620292464335,0.41,0.223,7.08545717533476e-60,1,DCLK1
4.18764189571793e-60,0.270166782072346,0.59,0.559,8.37528379143587e-57,1,GPC1
2.8158158870464e-59,0.282408880934026,0.553,0.463,5.63163177409279e-56,1,TNC
1.38944013942351e-58,0.262515525111141,0.718,0.661,2.77888027884701e-55,1,RDX
5.6797661717634e-45,0.272326181336314,0.681,0.609,1.13595323435268e-41,1,IER2
3.49679987832862e-38,0.387892322333868,0.515,0.469,6.99359975665724e-35,1,MT1F
6.05727452894821e-22,0.383678290153363,0.408,0.333,1.21145490578964e-18,1,ID1
7.5938738325637e-22,0.290811486762209,0.406,0.284,1.51877476651274e-18,1,KCNN3
1.34079276448684e-10,0.260526038226126,0.376,0.271,2.68158552897368e-07,1,HSPB8
0,1.03834901603101,0.85,0.654,0,2,OLIG1
0,0.903551352141556,0.993,0.936,0,2,EGFR
0,0.676582212475182,0.962,0.858,0,2,PTPRZ1
0,0.657151120670239,0.94,0.877,0,2,ATP1B2
0,0.629738002736857,0.897,0.84,0,2,HOPX
0,0.605225191453824,0.847,0.822,0,2,NOS2
0,0.561919894061554,0.996,0.955,0,2,DBI
1.21268331308424e-300,0.650307561304284,0.897,0.803,2.42536662616847e-297,2,NES
1.42606947885081e-286,0.619126086179202,0.88,0.731,2.85213895770163e-283,2,BCAN
4.23376467067564e-253,0.611581869939128,0.826,0.779,8.46752934135127e-250,2,SLC4A4
1.4992501183565e-250,0.455107262444069,0.875,0.821,2.99850023671299e-247,2,GATM
5.48019366445072e-247,0.674150402076991,0.814,0.747,1.09603873289014e-243,2,TRIO
2.06531146916566e-243,0.48573557480118,0.8,0.807,4.13062293833133e-240,2,RPH3A
1.17074237919426e-234,0.342312774957703,0.997,0.975,2.34148475838852e-231,2,MT3
1.89140209440612e-230,0.516946350272155,0.908,0.859,3.78280418881224e-227,2,FXYD6
2.14311955926827e-230,0.467878189086456,0.895,0.818,4.28623911853655e-227,2,DBIP1
1.02925031174171e-218,0.652482668988958,0.783,0.684,2.05850062348341e-215,2,ETV1
1.11617946261024e-215,0.418320072211864,0.965,0.887,2.23235892522048e-212,2,C1orf61
6.61524837001418e-207,0.346359319504326,0.706,0.734,1.32304967400284e-203,2,COL28A1
2.74395145698858e-201,0.573982459665967,0.767,0.642,5.48790291397716e-198,2,CCND2
4.50041848662113e-198,0.418871985131,0.827,0.762,9.00083697324226e-195,2,TMEM176B
1.14800041158921e-191,0.355788734862696,0.957,0.847,2.29600082317841e-188,2,CKB
2.28479219887801e-189,0.486090766531413,0.868,0.772,4.56958439775602e-186,2,S100B
4.98707114219674e-186,0.385970872184178,0.991,0.949,9.97414228439347e-183,2,CST3
2.53466511474037e-180,0.505700588212727,0.86,0.837,5.06933022948075e-177,2,MLC1
5.57290207834547e-170,0.386934431672493,0.853,0.792,1.11458041566909e-166,2,IGFBP2
1.0761326631825e-167,0.441476648823553,0.849,0.833,2.15226532636499e-164,2,KCNQ2
8.30434781192931e-167,0.350731767606279,0.996,0.969,1.66086956238586e-163,2,PTN
2.38922982525156e-157,0.396502074164303,0.856,0.835,4.77845965050312e-154,2,S100A16
2.43433676444219e-155,0.486021021044586,0.731,0.637,4.86867352888437e-152,2,SCD5
1.13611263638573e-153,0.385870899139056,0.829,0.81,2.27222527277146e-150,2,METRN
2.9028373622743e-150,0.395823382145968,0.867,0.787,5.8056747245486e-147,2,GPM6A
3.95743731424883e-144,0.53988822123775,0.736,0.659,7.91487462849766e-141,2,SDC3
8.12807651381998e-142,0.597744603976137,0.699,0.645,1.625615302764e-138,2,CSPG5
2.8549439702442e-140,0.394529904693143,0.845,0.784,5.70988794048841e-137,2,CD9
7.18589717931383e-140,0.315792860434637,0.949,0.918,1.43717943586276e-136,2,TSC22D4
1.74501839437915e-138,0.352789831447263,0.862,0.835,3.49003678875831e-135,2,ATP6V0E2
1.13641980555837e-136,0.375346400130065,0.873,0.788,2.27283961111674e-133,2,GPM6B
1.34243090633768e-131,0.348660898471045,0.753,0.729,2.68486181267536e-128,2,AK4
2.94541022527382e-130,0.308179613417623,0.899,0.852,5.89082045054764e-127,2,PON2
1.74069542260217e-129,0.328020840352882,0.899,0.886,3.48139084520433e-126,2,FABP7
6.34999242271733e-127,0.432447191941405,0.74,0.623,1.26999848454347e-123,2,TCF4
9.43760232397936e-126,0.4046041881309,0.763,0.794,1.88752046479587e-122,2,AZGP1
2.07933915689345e-125,0.509149338117383,0.706,0.676,4.1586783137869e-122,2,ATP1A2
3.56252653757551e-125,0.386408197129235,0.771,0.716,7.12505307515102e-122,2,MTATP6P1
2.4358590764217e-124,0.3005749588131,0.739,0.739,4.8717181528434e-121,2,SRPX
2.471335665043e-124,0.29425374738262,0.89,0.856,4.942671330086e-121,2,RAMP1
9.46974717285785e-119,0.357517393844508,0.895,0.841,1.89394943457157e-115,2,APP
1.43157200868192e-118,0.346336007609702,0.764,0.797,2.86314401736384e-115,2,CAMK2B
2.69837380532874e-118,0.404005584707359,0.809,0.819,5.39674761065749e-115,2,ELOVL2
1.3547426072934e-114,0.347150748944054,0.893,0.87,2.70948521458681e-111,2,DCN
1.71516389650133e-114,0.459963965413974,0.702,0.619,3.43032779300266e-111,2,MAP2
4.28992734583604e-114,0.318523377711083,0.718,0.731,8.57985469167208e-111,2,MTCO1P40
6.47952112583388e-114,0.453763971565453,0.763,0.747,1.29590422516678e-110,2,CDK6
1.04952042643968e-112,0.322397592364232,0.827,0.794,2.09904085287936e-109,2,TTYH1
1.44137777748885e-112,0.279445853963508,0.767,0.799,2.8827555549777e-109,2,METTL7B
2.71081075700225e-111,0.297826501192465,0.757,0.72,5.4216215140045e-108,2,TMEM176A
2.39255380800478e-109,0.303890216675246,0.928,0.839,4.78510761600956e-106,2,TUBA1A
3.69237288853683e-106,0.35140013310961,0.784,0.679,7.38474577707367e-103,2,KCTD12
3.5728009635274e-105,0.269914745313673,0.818,0.733,7.14560192705481e-102,2,LMO4
9.71263587260609e-96,0.257507306799402,0.833,0.825,1.94252717452122e-92,2,AGT
6.77430504373202e-95,0.315993946285733,0.643,0.585,1.3548610087464e-91,2,RHOU
1.60863547616872e-92,0.327930294940477,0.672,0.576,3.21727095233743e-89,2,SCRG1
1.10895549659328e-88,0.274836197570047,0.83,0.775,2.21791099318655e-85,2,SLC1A3
7.23808779131539e-88,0.348881358224682,0.571,0.489,1.44761755826308e-84,2,LIMA1
3.25026548583299e-84,0.312604785955271,0.76,0.717,6.50053097166598e-81,2,CNP
2.89135799997959e-82,0.274145747427712,0.783,0.73,5.78271599995917e-79,2,NFIA
2.02975111972747e-81,0.298637964589678,0.647,0.593,4.05950223945494e-78,2,CHL1
1.63540776905218e-73,0.278227862529411,0.859,0.85,3.27081553810435e-70,2,MDK
2.53789698930429e-73,0.293918321970889,0.981,0.956,5.07579397860857e-70,2,HLA-A
5.92389432658785e-72,0.313899184514261,0.716,0.675,1.18477886531757e-68,2,SOX2-OT
1.68692106111537e-69,0.375466448929783,0.707,0.7,3.37384212223073e-66,2,SEC14L1
5.93403594179114e-66,0.315266773637039,0.659,0.622,1.18680718835823e-62,2,TSPAN7
1.137044055646e-63,0.296177479357422,0.65,0.622,2.274088111292e-60,2,FIBIN
1.07634459379348e-61,0.269966184837639,0.744,0.785,2.15268918758696e-58,2,CDH6
1.60640219550638e-61,0.319230511478576,0.583,0.544,3.21280439101277e-58,2,FAM181B
5.72777954554743e-61,0.327222199885128,0.642,0.616,1.14555590910949e-57,2,CADM2
5.85879124503378e-61,0.282904270099727,0.703,0.716,1.17175824900676e-57,2,LYPD1
4.25385700578316e-60,0.367758598187891,0.666,0.692,8.50771401156633e-57,2,ARC
9.39267854342075e-60,0.258889212974699,0.744,0.777,1.87853570868415e-56,2,CYTL1
3.28903050572711e-54,0.288875558309096,0.64,0.621,6.57806101145423e-51,2,HMGCS1
4.15044921294738e-51,0.324406155975993,0.616,0.599,8.30089842589477e-48,2,SLC1A2
3.00828211271224e-50,0.285742899285354,0.606,0.625,6.01656422542447e-47,2,CDH4
