Mus_musculus	APOE	SRA550869_SRS2093772	0	Aortic leukocytes	Macrophages	1
Mus_musculus	APOE	SRA550869_SRS2747909	4	Aortic leukocytes	Macrophages	1
Mus_musculus	APOE	SRA638923_SRS2758459	3	Mammary gland	Unknown	1
Mus_musculus	APOE	SRA638923_SRS2797118	9	Testis	Germ cells	1
Mus_musculus	APOE	SRA667466_SRS3059942	0	Dorsal root ganglion	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3059942	1	Dorsal root ganglion	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3059942	5	Dorsal root ganglion	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3059942	12	Dorsal root ganglion	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3059971	8	Hippocampus (ca1)	Macrophages	1
Mus_musculus	APOE	SRA667466_SRS3060058	0	Sympathetic nervous system	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3060058	1	Sympathetic nervous system	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3060058	15	Sympathetic nervous system	Schwann cells	1
Mus_musculus	APOE	SRA667466_SRS3060058	20	Sympathetic nervous system	Unknown	1
Mus_musculus	APOE	SRA637291_SRS2749416	2	Left Ventricle	Macrophages	1
Mus_musculus	APOE	SRA637291_SRS2749416	4	Left Ventricle	Macrophages	1
Mus_musculus	APOE	SRA637291_SRS2749416	14	Left Ventricle	Macrophages	1
Mus_musculus	APOE	SRA637291_SRS2749446	5	Left Ventricle	Macrophages	1
Mus_musculus	APOE	SRA526019_SRS1913124	21	Arcuate-median eminence	Astrocytes	1
Mus_musculus	APOE	SRA526019_SRS1913128	1	Arcuate-median eminence	Unknown	1
Mus_musculus	APOE	SRA526019_SRS1913129	4	Arcuate-median eminence	Ependymal cells	1
Mus_musculus	APOE	SRA603929_SRS2477907	3	Mammary gland epithelium cell	Myoepithelial cells	1
Mus_musculus	APOE	SRA658915_SRS2944105	4	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944106	6	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944106	8	Heart	Schwann cells	1
Mus_musculus	APOE	SRA658915_SRS2944107	7	Heart	Macrophages	1
Mus_musculus	APOE	SRA658915_SRS2944107	9	Heart	Schwann cells	1
Mus_musculus	APOE	SRA658915_SRS2944108	8	Heart	Schwann cells	1
Mus_musculus	APOE	SRA658915_SRS2944113	5	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944114	4	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944114	8	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944115	3	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944115	6	Heart	Unknown	1
Mus_musculus	APOE	SRA658915_SRS2944116	7	Heart	Macrophages	1
Mus_musculus	APOE	SRA658915_SRS2944116	10	Heart	Schwann cells	1
Mus_musculus	APOE	SRA540941_SRS2016485	4	Mammary gland	Myoepithelial cells	1
Mus_musculus	APOE	SRA481537_SRS1724927	6	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724927	13	Hypothalamus	Macrophages	1
Mus_musculus	APOE	SRA481537_SRS1724928	3	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724929	6	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724930	4	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724931	5	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724932	4	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724932	16	Hypothalamus	Macrophages	1
Mus_musculus	APOE	SRA481537_SRS1724933	6	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724934	6	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724935	5	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724937	4	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724938	4	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA481537_SRS1724941	6	Hypothalamus	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523502	2	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523502	9	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523503	1	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523503	6	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523505	6	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523508	2	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523508	8	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523509	2	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523509	10	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523510	8	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523511	1	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523511	9	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523512	1	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523512	7	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523513	1	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523513	9	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523515	2	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523515	8	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523516	1	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523516	7	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523517	2	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523517	8	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA609165_SRS2523520	10	Medial amygdala	Astrocytes	1
Mus_musculus	APOE	SRA739096_SRS3545819	0	Colon	Macrophages	1
Mus_musculus	APOE	SRA739096_SRS3545819	1	Colon	Macrophages	1
Mus_musculus	APOE	SRA739096_SRS3545819	2	Colon	Macrophages	1
Mus_musculus	APOE	SRA739096_SRS3545819	7	Colon	Macrophages	1
