cellID	cellGroup	aggregate	locusCt	median
X1772122_203_H11	reference	126.279618906493	6165	1.00081626328509
X1772122_199_A06	reference	113.882788345519	6165	1.00081626328509
X1772122_200_B06	reference	99.3583192391226	6165	1.00081626328509
X1772122_199_D07	reference	138.927619420451	6165	1.00081626328509
X1772122_264_H05	reference	124.760579051318	6165	1.00081626328509
X1772122_199_H01	reference	158.690424112009	6165	1.00081626328509
X1772122_199_B03	reference	166.698847649782	6165	1.00081626328509
X1772122_199_E08	reference	172.887196391113	6165	1.00081626328509
X1772122_199_A01	reference	144.044356249298	6165	1.00081626328509
X1772122_199_E09	reference	145.791582456988	6165	1.00081626328509
X1772122_199_A05	reference	134.361585419659	6165	1.00081626328509
X1772122_199_H07	reference	95.6629400847585	6165	1.00081626328509
X1772075_299_G11	reference	99.5007205662679	6165	1.00081626328509
X1772122_199_A08	reference	114.838894001626	6165	1.00081626328509
X1772121_282_G06	reference	161.478163877363	6165	1.00081626328509
X1772075_298_A10	reference	160.039270968243	6165	1.00081626328509
X1772122_199_D02	reference	133.145878529423	6165	1.00081626328509
X1772122_199_G03	reference	167.362757337874	6165	1.00081626328509
X1772122_199_D03	reference	150.873262131631	6165	1.00081626328509
X1772122_318_C05	reference	112.124024709455	6165	1.00081626328509
X1772122_203_C09	reference	105.804318943168	6165	1.00081626328509
X1772122_226_B06	reference	69.4258618607214	6165	1.00081626328509
X1772122_318_C07	reference	72.7791737227596	6165	1.00081626328509
X1772122_318_D05	reference	66.9505588046106	6165	1.00081626328509
X1772122_318_C11	reference	92.2150844532889	6165	1.00081626328509
X1772121_283_H06	reference	98.4582707227617	6165	1.00081626328509
X1772122_316_D08	reference	85.7436634210223	6165	1.00081626328509
X1772122_316_A07	reference	87.0711213817944	6165	1.00081626328509
X1772122_224_A01	reference	90.9323829075481	6165	1.00081626328509
X1772122_224_F10	reference	77.0078520603723	6165	1.00081626328509
X1772071_027_D08	reference	78.8383299023812	6165	1.00081626328509
X1772122_220_D11	reference	49.7401554970229	6165	1.00081626328509
X1772122_221_H07	reference	57.9385741349122	6165	1.00081626328509
X1772122_223_A11	reference	62.2384161564853	6165	1.00081626328509
X1772122_318_E06	reference	67.2599880134017	6165	1.00081626328509
X1772122_226_H11	reference	58.7153137466175	6165	1.00081626328509
X1772122_226_F11	reference	63.3081230374725	6165	1.00081626328509
X1772122_224_B10	reference	75.205425633625	6165	1.00081626328509
X1772122_203_A02	reference	68.5057581444541	6165	1.00081626328509
X1772121_288_G04	reference	83.6562746925391	6165	1.00081626328509
X1772122_224_H04	reference	73.9217391109207	6165	1.00081626328509
X1772121_291_B10	reference	76.7241283961807	6165	1.00081626328509
X1772122_220_C06	reference	73.2090373810084	6165	1.00081626328509
X1772122_208_E06	reference	69.0513535625221	6165	1.00081626328509
X1772122_224_F09	reference	74.2477680888123	6165	1.00081626328509
X1772067_089_A04	reference	62.2000070209997	6165	1.00081626328509
X1772122_226_G11	reference	62.5929420804849	6165	1.00081626328509
X1772121_282_C06	reference	64.3838598468374	6165	1.00081626328509
X1772122_201_F06	reference	62.0510628986962	6165	1.00081626328509
X1772122_201_D07	reference	59.2122429938004	6165	1.00081626328509
X1772122_203_E04	reference	60.2855318805278	6165	1.00081626328509
X1772122_264_A02	reference	59.5215643733133	6165	1.00081626328509
X1772122_226_B08	reference	54.8156940806905	6165	1.00081626328509
X1772096_095_H07	reference	42.8607667747905	6165	1.00081626328509
X1772122_223_H01	reference	63.4710609382625	6165	1.00081626328509
X1772121_282_A02	reference	70.1356306669346	6165	1.00081626328509
X1772122_199_C11	reference	67.1236478585582	6165	1.00081626328509
X1772122_226_D03	reference	71.1300436402008	6165	1.00081626328509
X1772122_318_B10	reference	73.7633080935016	6165	1.00081626328509
X1772122_223_D11	reference	91.2188354703451	6165	1.00081626328509
X1772122_224_B06	reference	78.1487055602421	6165	1.00081626328509
X1772122_318_F10	reference	74.2689547399666	6165	1.00081626328509
X1772122_319_E05	reference	66.6757393534847	6165	1.00081626328509
X1772121_293_B08	reference	67.3811845491236	6165	1.00081626328509
X1772122_199_G09	reference	102.436319212159	6165	1.00081626328509
X1772122_199_D01	reference	102.231468223782	6165	1.00081626328509
X1772122_203_B07	reference	72.0455868716936	6165	1.00081626328509
X1772122_199_H10	reference	87.7416561211145	6165	1.00081626328509
X1772122_203_C01	reference	89.410440304974	6165	1.00081626328509
X1772122_199_H08	reference	84.4229147810272	6165	1.00081626328509
X1772122_199_C10	reference	124.939942782818	6165	1.00081626328509
X1772122_199_G07	reference	118.793070518699	6165	1.00081626328509
X1772122_201_A04	reference	120.419226635712	6165	1.00081626328509
X1772122_318_H01	reference	75.6624428953568	6165	1.00081626328509
X1772122_236_A11	reference	72.7417029613731	6165	1.00081626328509
X1772122_221_E02	reference	94.8552056032447	6165	1.00081626328509
X1772122_316_B03	reference	74.9026628667467	6165	1.00081626328509
X1772122_201_A09	reference	79.5581435292808	6165	1.00081626328509
X1772122_207_B03	reference	76.4206091196849	6165	1.00081626328509
X1772122_318_D01	reference	96.9496217894603	6165	1.00081626328509
X1772122_220_H07	reference	124.411497010977	6165	1.00081626328509
X1772122_317_A03	reference	73.7233968855556	6165	1.00081626328509
X1772122_264_G10	reference	81.7667233759952	6165	1.00081626328509
X1772122_226_E09	reference	100.493347416551	6165	1.00081626328509
X1772122_319_H10	reference	93.68061334143	6165	1.00081626328509
X1772122_319_B01	reference	85.1631803091003	6165	1.00081626328509
X1772122_318_B08	reference	91.0495155723406	6165	1.00081626328509
X1772122_317_D07	reference	82.5464912695783	6165	1.00081626328509
X1772122_318_F02	reference	83.9330019351858	6165	1.00081626328509
X1772122_318_D06	reference	74.414948135999	6165	1.00081626328509
X1772122_318_B11	reference	43.6477545812587	6165	1.00081626328509
X1772122_318_B09	reference	39.5980957886721	6165	1.00081626328509
X1772122_318_H02	reference	54.1209214631043	6165	1.00081626328509
X1772122_317_B11	reference	64.554968532446	6165	1.00081626328509
X1772122_318_G06	reference	75.096529289267	6165	1.00081626328509
X1772122_318_C03	reference	72.07132619124	6165	1.00081626328509
X1772122_318_G03	reference	99.6412049623159	6165	1.00081626328509
X1772122_221_A12	reference	58.3990288449067	6165	1.00081626328509
X1772122_319_D07	reference	63.9434961764421	6165	1.00081626328509
X1772122_224_E10	reference	81.896140103191	6165	1.00081626328509
X1772122_318_F06	reference	68.2745464845287	6165	1.00081626328509
X1772122_318_D03	reference	57.8928369729564	6165	1.00081626328509
X1772122_318_G05	reference	75.7591934166438	6165	1.00081626328509
X1772122_319_G10	reference	39.6353240358714	6165	1.00081626328509
X1772078_002_D05	reference	34.3569446307946	6165	1.00081626328509
X1772122_318_A07	reference	38.3416289378199	6165	1.00081626328509
X1772122_317_B05	reference	43.1128492367746	6165	1.00081626328509
X1772122_319_H09	reference	53.1481942387379	6165	1.00081626328509
X1772122_200_G09	reference	40.7880660739996	6165	1.00081626328509
X1772122_200_E07	reference	35.8771942335732	6165	1.00081626328509
X1772122_264_E08	reference	40.9376802586811	6165	1.00081626328509
X1772122_264_B04	reference	48.8880768180005	6165	1.00081626328509
X1772122_224_B11	reference	106.730017728495	6165	1.00081626328509
X1772122_221_A02	reference	106.562055656324	6165	1.00081626328509
X1772122_221_E03	reference	119.78581832966	6165	1.00081626328509
X1772122_203_B09	reference	102.170058905644	6165	1.00081626328509
X1772075_299_C08	reference	96.7555138755657	6165	1.00081626328509
X1772078_107_A12	reference	124.882788585936	6165	1.00081626328509
X1772122_224_E04	reference	63.1765967025392	6165	1.00081626328509
X1772122_318_D09	reference	63.745668025592	6165	1.00081626328509
X1772122_316_C06	reference	37.0373626212113	6165	1.00081626328509
X1772078_002_G04	reference	44.0904589109805	6165	1.00081626328509
X1772122_318_H09	reference	46.3858547925698	6165	1.00081626328509
X1772122_318_C04	reference	43.127356864028	6165	1.00081626328509
X1772122_317_H11	reference	55.0651544296164	6165	1.00081626328509
X1772122_224_E09	reference	68.8648154232808	6165	1.00081626328509
X1772122_226_B02	reference	67.1388731084834	6165	1.00081626328509
X1772122_318_F03	reference	69.1766734540001	6165	1.00081626328509
X1772122_226_F07	reference	72.4413937173725	6165	1.00081626328509
X1772122_319_F11	reference	65.7900690045134	6165	1.00081626328509
X1772075_299_A07	reference	84.2099467548149	6165	1.00081626328509
X1772121_293_D12	reference	85.017795422485	6165	1.00081626328509
X1772121_293_A03	reference	78.841833610668	6165	1.00081626328509
X1772067_089_B01	reference	84.7425012376823	6165	1.00081626328509
X1772122_264_E07	reference	109.995347720524	6165	1.00081626328509
X1772121_288_G03	reference	87.2821882649657	6165	1.00081626328509
X1772096_095_B11	reference	97.4570177323352	6165	1.00081626328509
X1772122_208_G06	reference	85.2828944830187	6165	1.00081626328509
X1772071_029_B11	reference	103.931605881097	6165	1.00081626328509
X1772121_282_D05	reference	106.866572676757	6165	1.00081626328509
X1772122_226_C08	reference	111.347110046572	6165	1.00081626328509
X1772078_107_G11	reference	131.857202314276	6165	1.00081626328509
X1772122_207_D04	reference	91.4074293447931	6165	1.00081626328509
X1772121_282_G12	reference	81.6599892943598	6165	1.00081626328509
X1772122_207_H03	reference	77.0493021581111	6165	1.00081626328509
X1772122_208_D10	reference	94.1008317913698	6165	1.00081626328509
X1772122_224_F04	reference	83.6497678070429	6165	1.00081626328509
X1772122_203_G09	reference	87.2238329163426	6165	1.00081626328509
X1772071_029_A05	reference	102.842747369207	6165	1.00081626328509
X1772122_236_C07	reference	82.530517056057	6165	1.00081626328509
X1772071_027_F06	reference	95.5665226645589	6165	1.00081626328509
X1772078_001_G10	reference	100.422356610023	6165	1.00081626328509
X1772122_203_D07	reference	64.309848219661	6165	1.00081626328509
X1772122_207_D03	reference	64.2631727776655	6165	1.00081626328509
X1772122_207_F06	reference	76.2302944808306	6165	1.00081626328509
X1772121_293_D05	reference	75.7140261705126	6165	1.00081626328509
X1772122_203_E01	reference	88.8777189257727	6165	1.00081626328509
X1772122_201_G03	reference	91.3763186432674	6165	1.00081626328509
X1772096_160_F11	reference	87.4847290458541	6165	1.00081626328509
X1772122_203_G03	reference	86.6526699559912	6165	1.00081626328509
X1772121_291_H10	reference	80.1988239133084	6165	1.00081626328509
X1772122_200_G11	reference	110.570186113708	6165	1.00081626328509
X1772122_223_C02	reference	99.9641039493	6165	1.00081626328509
X1772096_095_D04	reference	82.3263994353426	6165	1.00081626328509
X1772078_002_G06	reference	90.1085800081898	6165	1.00081626328509
X1772078_109_B10	reference	86.6781786901339	6165	1.00081626328509
X1772071_027_H07	reference	98.3732546563621	6165	1.00081626328509
X1772071_027_E03	reference	73.0570788402047	6165	1.00081626328509
X1772122_199_C09	reference	83.0695837761316	6165	1.00081626328509
X1772096_095_C09	reference	66.3400176536202	6165	1.00081626328509
X1772071_029_B12	reference	81.1482423530413	6165	1.00081626328509
X1772122_236_B02	reference	104.371813875412	6165	1.00081626328509
X1772122_236_F09	reference	86.6129612981539	6165	1.00081626328509
X1772096_160_E10	reference	86.2760321592154	6165	1.00081626328509
X1772078_078_E06	reference	114.554184965713	6165	1.00081626328509
X1772096_095_B03	reference	113.172966007534	6165	1.00081626328509
X1772122_203_F08	reference	103.375826058988	6165	1.00081626328509
X1772096_160_B12	reference	119.776761337557	6165	1.00081626328509
X1772078_002_C11	reference	141.392239132612	6165	1.00081626328509
X1772122_203_A01	reference	110.210269312553	6165	1.00081626328509
X1772121_283_E11	reference	100.260900808957	6165	1.00081626328509
X1772075_298_D03	reference	107.306167385511	6165	1.00081626328509
X1772122_200_A09	reference	116.774628986141	6165	1.00081626328509
X1772078_107_C06	reference	121.832128042715	6165	1.00081626328509
X1772122_264_F08	reference	114.567548584382	6165	1.00081626328509
X1772071_029_E01	reference	126.860464922873	6165	1.00081626328509
X1772122_319_B08	reference	132.299848557704	6165	1.00081626328509
X1772122_223_G12	reference	111.049525423335	6165	1.00081626328509
X1772096_160_D06	reference	109.902539368787	6165	1.00081626328509
X1772122_264_C05	reference	125.330895198764	6165	1.00081626328509
X1772071_027_C10	reference	108.545428933462	6165	1.00081626328509
X1772078_109_F04	reference	132.100935063374	6165	1.00081626328509
X1772121_282_E03	reference	128.133790613608	6165	1.00081626328509
X1772078_109_B03	reference	119.502792716593	6165	1.00081626328509
X1772078_079_D10	reference	118.351938024503	6165	1.00081626328509
X1772121_282_H05	reference	138.517896736816	6165	1.00081626328509
X1772121_288_F02	reference	82.9929575506328	6165	1.00081626328509
X1772078_109_C04	reference	112.852891244004	6165	1.00081626328509
X1772071_027_A03	reference	104.17396483878	6165	1.00081626328509
X1772121_291_B05	reference	75.2055006691013	6165	1.00081626328509
X1772078_001_B12	reference	83.9460259962665	6165	1.00081626328509
X1772122_200_B12	reference	97.5880478663187	6165	1.00081626328509
X1772122_264_A10	reference	104.570343224298	6165	1.00081626328509
X1772071_029_C11	reference	100.183454191324	6165	1.00081626328509
X1772078_107_B03	reference	120.105227255751	6165	1.00081626328509
X1772122_200_G08	reference	103.420354966319	6165	1.00081626328509
X1772122_200_C11	reference	92.1883016151577	6165	1.00081626328509
X1772067_089_G03	reference	138.640939479596	6165	1.00081626328509
X1772078_002_A07	reference	113.70546944889	6165	1.00081626328509
X1772078_107_A01	reference	136.521758556592	6165	1.00081626328509
X1772121_288_H01	reference	89.1136437099517	6165	1.00081626328509
X1772078_079_A09	reference	105.160864846771	6165	1.00081626328509
X1772078_079_C11	reference	125.679268124992	6165	1.00081626328509
X1772121_282_E12	reference	104.324698947903	6165	1.00081626328509
X1772121_282_B10	reference	107.426385711252	6165	1.00081626328509
X1772078_109_C05	reference	102.782479694977	6165	1.00081626328509
X1772078_109_B11	reference	104.78353922683	6165	1.00081626328509
X1772067_089_D05	reference	91.9043292144683	6165	1.00081626328509
X1772078_107_A09	reference	115.562730123613	6165	1.00081626328509
X1772078_078_C10	reference	102.192325521068	6165	1.00081626328509
X1772078_078_B05	reference	101.128271849727	6165	1.00081626328509
X1772078_109_B02	reference	111.680505267148	6165	1.00081626328509
X1772078_002_C01	reference	116.252530169247	6165	1.00081626328509
X1772121_282_D01	reference	120.348337070695	6165	1.00081626328509
X1772121_283_G10	reference	98.4791160324851	6165	1.00081626328509
X1772122_200_D11	reference	98.7371138270099	6165	1.00081626328509
X1772122_199_C03	reference	115.631053940368	6165	1.00081626328509
X1772122_200_B08	reference	151.475924751838	6165	1.00081626328509
X1772122_200_D10	reference	131.759625675699	6165	1.00081626328509
X1772122_203_E07	reference	134.575367336703	6165	1.00081626328509
X1772122_203_F12	reference	152.215067484216	6165	1.00081626328509
X1772122_200_G05	reference	169.99382042657	6165	1.00081626328509
X1772122_203_G05	reference	131.372902284505	6165	1.00081626328509
X1772122_203_H06	reference	97.2930717333643	6165	1.00081626328509
X1772122_201_D06	reference	124.631833765898	6165	1.00081626328509
X1772122_264_D11	reference	89.2776296779288	6165	1.00081626328509
X1772122_264_D06	reference	94.2125459991423	6165	1.00081626328509
X1772122_200_C08	reference	105.164485518694	6165	1.00081626328509
X1772122_201_E10	reference	109.245486636125	6165	1.00081626328509
X1772121_282_H06	reference	104.012853168619	6165	1.00081626328509
X1772075_298_C12	reference	116.529692048322	6165	1.00081626328509
X1772121_282_D06	reference	93.4216730856385	6165	1.00081626328509
X1772075_298_E10	reference	89.6949089746423	6165	1.00081626328509
X1772075_298_A03	reference	142.183652905891	6165	1.00081626328509
X1772122_236_C01	reference	110.411512831519	6165	1.00081626328509
X1772096_095_H08	reference	103.796567587582	6165	1.00081626328509
X1772122_264_F12	reference	80.7610403581743	6165	1.00081626328509
X1772075_299_H08	reference	81.1844813516068	6165	1.00081626328509
X1772122_203_F02	reference	97.6679065175306	6165	1.00081626328509
X1772096_095_F06	reference	137.571855345811	6165	1.00081626328509
X1772122_200_F07	reference	126.660444453717	6165	1.00081626328509
X1772075_299_F09	reference	134.036986362859	6165	1.00081626328509
X1772075_298_B09	reference	143.035324651045	6165	1.00081626328509
X1772121_293_G11	reference	137.207426840065	6165	1.00081626328509
X1772075_298_E05	reference	130.686192316847	6165	1.00081626328509
X1772075_298_D02	reference	146.834543781928	6165	1.00081626328509
X1772121_282_A06	reference	155.980500493111	6165	1.00081626328509
X1772121_291_H09	reference	133.950706306551	6165	1.00081626328509
X1772075_298_A05	reference	151.24622064396	6165	1.00081626328509
X1772122_264_H08	reference	89.708054841597	6165	1.00081626328509
X1772121_283_A04	reference	83.236150304563	6165	1.00081626328509
X1772121_282_B12	reference	97.013723573308	6165	1.00081626328509
X1772075_298_B11	reference	120.524893366844	6165	1.00081626328509
X1772122_199_C02	reference	111.210626124425	6165	1.00081626328509
X1772122_207_F03	reference	115.940784723835	6165	1.00081626328509
X1772122_201_G11	reference	99.1732409198756	6165	1.00081626328509
X1772121_282_G05	reference	125.138777551859	6165	1.00081626328509
X1772096_095_G03	reference	105.115519573158	6165	1.00081626328509
X1772122_200_B01	reference	138.474774584375	6165	1.00081626328509
X1772122_199_F03	reference	135.209640434055	6165	1.00081626328509
X1772078_001_D07	reference	126.693437577306	6165	1.00081626328509
X1772122_224_H02	reference	134.246134742617	6165	1.00081626328509
X1772096_160_D01	reference	117.256471851236	6165	1.00081626328509
X1772121_293_G01	reference	144.065720964232	6165	1.00081626328509
X1772122_200_H09	reference	135.281356902957	6165	1.00081626328509
X1772122_207_A03	reference	137.308703531068	6165	1.00081626328509
X1772121_288_F09	reference	139.954055962193	6165	1.00081626328509
X1772122_207_E01	reference	102.53128581499	6165	1.00081626328509
X1772067_089_E02	reference	97.4434620960898	6165	1.00081626328509
X1772122_236_H03	reference	107.307228234026	6165	1.00081626328509
X1772078_079_E03	reference	135.31953944077	6165	1.00081626328509
X1772122_200_A06	reference	100.949336375823	6165	1.00081626328509
X1772078_107_D07	reference	99.8833350071769	6165	1.00081626328509
X1772121_282_B02	reference	111.240026859774	6165	1.00081626328509
X1772075_299_E12	reference	101.151520965126	6165	1.00081626328509
X1772078_002_H05	reference	149.439097685484	6165	1.00081626328509
X1772075_298_E07	reference	121.87292148386	6165	1.00081626328509
X1772122_203_A06	reference	98.9356248544613	6165	1.00081626328509
X1772121_291_A10	reference	111.048283029716	6165	1.00081626328509
X1772078_107_B02	reference	130.507799715936	6165	1.00081626328509
X1772121_291_B03	reference	107.597167489234	6165	1.00081626328509
X1772075_299_E03	reference	125.833357031807	6165	1.00081626328509
X1772121_288_A09	reference	105.993912971275	6165	1.00081626328509
X1772096_095_F10	reference	89.603273451665	6165	1.00081626328509
X1772122_203_F03	reference	148.207385588489	6165	1.00081626328509
X1772122_203_F01	reference	91.7017994293148	6165	1.00081626328509
X1772075_298_C04	reference	145.131528073487	6165	1.00081626328509
X1772122_207_F08	reference	161.040948305087	6165	1.00081626328509
X1772078_079_C07	reference	167.974904344788	6165	1.00081626328509
X1772096_095_D01	reference	88.773932515688	6165	1.00081626328509
X1772096_160_E03	reference	84.600425436055	6165	1.00081626328509
X1772096_095_D03	reference	91.5548911220823	6165	1.00081626328509
X1772122_207_F12	reference	72.4658327486461	6165	1.00081626328509
X1772121_293_C10	reference	81.1798540788551	6165	1.00081626328509
X1772122_208_A05	reference	61.9102844696195	6165	1.00081626328509
X1772096_095_D05	reference	53.8460757456816	6165	1.00081626328509
X1772121_293_B07	reference	43.8753655510023	6165	1.00081626328509
X1772122_236_D12	reference	41.1427130776977	6165	1.00081626328509
X1772096_095_C10	reference	72.0004937308361	6165	1.00081626328509
X1772078_109_C10	reference	90.7910133467101	6165	1.00081626328509
X1772121_283_D10	reference	69.2528437515873	6165	1.00081626328509
X1772096_095_G07	reference	72.1397703888214	6165	1.00081626328509
X1772096_160_E12	reference	78.9979276287503	6165	1.00081626328509
X1772096_160_C01	reference	68.3123864166535	6165	1.00081626328509
X1772067_089_D06	reference	88.229912690001	6165	1.00081626328509
X1772096_095_C07	reference	80.421362561832	6165	1.00081626328509
X1772096_160_H12	reference	89.4023881922022	6165	1.00081626328509
X1772121_291_B04	reference	106.535853645043	6165	1.00081626328509
X1772067_089_F04	reference	97.2060613446232	6165	1.00081626328509
X1772096_095_B06	reference	118.108629646807	6165	1.00081626328509
X1772096_095_H03	reference	93.1059816900636	6165	1.00081626328509
X1772096_160_C10	reference	115.139255142706	6165	1.00081626328509
X1772096_095_E11	reference	128.083651937748	6165	1.00081626328509
X1772121_283_A01	reference	66.0984067896811	6165	1.00081626328509
X1772121_293_A09	reference	75.5889419799704	6165	1.00081626328509
X1772096_095_C02	reference	85.5335156516929	6165	1.00081626328509
X1772122_199_C08	reference	85.4168135573601	6165	1.00081626328509
X1772122_199_D05	reference	109.236583523924	6165	1.00081626328509
X1772122_201_G07	reference	58.4088806457884	6165	1.00081626328509
X1772122_236_C12	reference	59.0819327612025	6165	1.00081626328509
X1772122_319_C02	reference	54.0788060176535	6165	1.00081626328509
X1772122_208_C03	reference	58.45929347874	6165	1.00081626328509
X1772122_236_C08	reference	74.3841703025732	6165	1.00081626328509
X1772096_160_B09	reference	69.8462632336033	6165	1.00081626328509
X1772122_236_D10	reference	74.5718594223653	6165	1.00081626328509
X1772096_095_F08	reference	68.7722486903849	6165	1.00081626328509
X1772121_288_D12	reference	84.6647965466113	6165	1.00081626328509
X1772096_160_E05	reference	97.9038656943003	6165	1.00081626328509
X1772096_095_H01	reference	88.0440743747088	6165	1.00081626328509
X1772096_095_C12	reference	90.4073928392947	6165	1.00081626328509
X1772122_200_H03	reference	85.251857791776	6165	1.00081626328509
X1772122_203_C03	reference	93.4214050307707	6165	1.00081626328509
X1772122_208_D11	reference	89.229533053841	6165	1.00081626328509
X1772122_264_H11	reference	83.2070008268083	6165	1.00081626328509
X1772122_200_H02	reference	48.0396817677012	6165	1.00081626328509
X1772122_236_C10	reference	45.2576515931703	6165	1.00081626328509
X1772096_095_E02	reference	60.232104771148	6165	1.00081626328509
X1772122_203_D02	reference	70.9494904350441	6165	1.00081626328509
X1772122_207_D07	reference	62.8830122403017	6165	1.00081626328509
X1772122_201_F07	reference	62.1018630016703	6165	1.00081626328509
X1772122_200_E01	reference	63.3428077904513	6165	1.00081626328509
X1772078_001_F01	reference	67.5890192693064	6165	1.00081626328509
X1772122_264_B06	reference	73.4250404865009	6165	1.00081626328509
X1772121_288_C03	reference	68.0052792785253	6165	1.00081626328509
X1772122_201_D10	reference	78.5669825555944	6165	1.00081626328509
X1772122_207_F01	reference	94.4175160477396	6165	1.00081626328509
X1772121_291_F03	reference	53.3213539149698	6165	1.00081626328509
X1772122_236_B05	reference	57.3958173449019	6165	1.00081626328509
X1772121_283_F05	reference	53.607378487107	6165	1.00081626328509
X1772096_095_A05	reference	71.3827673741377	6165	1.00081626328509
X1772121_283_B12	reference	53.40187328303	6165	1.00081626328509
X1772122_236_C06	reference	40.217249932259	6165	1.00081626328509
X1772121_291_G02	reference	64.1754360435342	6165	1.00081626328509
X1772122_201_G04	reference	68.8481966418749	6165	1.00081626328509
X1772122_200_D06	reference	69.6631920435058	6165	1.00081626328509
X1772121_283_F03	reference	56.4345581577138	6165	1.00081626328509
X1772121_288_E06	reference	76.3632122888589	6165	1.00081626328509
X1772096_160_H01	reference	72.3697776112988	6165	1.00081626328509
X1772122_264_C11	reference	53.9606284731169	6165	1.00081626328509
X1772122_236_B06	reference	55.6399082127088	6165	1.00081626328509
X1772122_207_G05	reference	51.7888860163003	6165	1.00081626328509
X1772096_095_E01	reference	49.4974146366727	6165	1.00081626328509
X1772122_201_A02	reference	59.0770835778378	6165	1.00081626328509
X1772121_288_D11	reference	54.1093498206834	6165	1.00081626328509
X1772096_160_H04	reference	81.9540438695191	6165	1.00081626328509
X1772122_236_H04	reference	55.2045513416302	6165	1.00081626328509
X1772122_236_G11	reference	68.1476278021813	6165	1.00081626328509
X1772122_316_E05	reference	74.653338543988	6165	1.00081626328509
X1772122_203_F07	reference	76.3000875806379	6165	1.00081626328509
X1772121_283_H12	reference	84.2099309168813	6165	1.00081626328509
X1772121_288_A07	reference	62.177957242159	6165	1.00081626328509
X1772096_160_D12	reference	57.2347498967763	6165	1.00081626328509
X1772122_236_F12	reference	67.2742392699357	6165	1.00081626328509
X1772122_236_E12	reference	40.2118277587388	6165	1.00081626328509
X1772096_160_C06	reference	38.3134933258151	6165	1.00081626328509
X1772121_291_E12	reference	56.2986862946464	6165	1.00081626328509
X1772122_201_B12	reference	55.3238981071549	6165	1.00081626328509
X1772096_160_C09	reference	64.6034912190659	6165	1.00081626328509
X1772122_236_F05	reference	40.9782265841618	6165	1.00081626328509
X1772071_027_B04	reference	60.2187533381601	6165	1.00081626328509
X1772096_095_A10	reference	50.2221092452301	6165	1.00081626328509
X1772078_001_E03	reference	44.7473980410632	6165	1.00081626328509
X1772121_291_C01	reference	51.4562526090108	6165	1.00081626328509
X1772096_160_E01	reference	44.38556130083	6165	1.00081626328509
X1772122_201_E12	reference	36.8488409126385	6165	1.00081626328509
X1772096_160_C04	reference	36.9646073769382	6165	1.00081626328509
X1772121_291_F04	reference	42.2713156103973	6165	1.00081626328509
X1772122_236_G06	reference	44.4976111979865	6165	1.00081626328509
X1772122_236_G04	reference	37.2026712636243	6165	1.00081626328509
X1772096_160_B04	reference	43.6151179143722	6165	1.00081626328509
X1772121_283_D12	reference	17.7090386021071	6165	1.00081626328509
X1772121_283_C03	reference	23.1602886484285	6165	1.00081626328509
X1772096_095_D07	reference	24.8335143782549	6165	1.00081626328509
X1772121_291_B02	reference	27.5096457143339	6165	1.00081626328509
X1772122_236_A04	reference	35.0609976880908	6165	1.00081626328509
X1772121_291_C07	reference	35.6796158993512	6165	1.00081626328509
X1772121_288_D04	reference	42.1704629682798	6165	1.00081626328509
X1772121_291_G11	reference	39.377932697613	6165	1.00081626328509
X1772121_291_A03	reference	44.1671110854281	6165	1.00081626328509
