cellID	cellGroup	aggregate	locusCt	median
X1772078_001_D12	reference	27.9844004868174	4855	1.00032691811039
X1772122_319_A01	reference	33.6578251097854	4855	1.00032691811039
X1772122_236_A05	reference	28.8515944470299	4855	1.00032691811039
X1772122_226_E03	reference	38.3514901412483	4855	1.00032691811039
X1772122_318_H05	reference	39.3265328306244	4855	1.00032691811039
X1772075_298_D11	reference	38.8023976789497	4855	1.00032691811039
X1772096_095_A09	reference	39.991147001484	4855	1.00032691811039
X1772071_029_A06	reference	38.0315675904361	4855	1.00032691811039
X1772122_221_G11	reference	38.6572959216794	4855	1.00032691811039
X1772121_293_F06	reference	33.2567195816655	4855	1.00032691811039
X1772096_160_E06	reference	43.5862132254436	4855	1.00032691811039
X1772078_001_E04	reference	40.5990540224492	4855	1.00032691811039
X1772122_317_A01	reference	48.5295920977037	4855	1.00032691811039
X1772122_207_D04	reference	38.8492929883123	4855	1.00032691811039
X1772078_078_C12	reference	27.2774687498788	4855	1.00032691811039
X1772096_095_F10	reference	44.3818451512381	4855	1.00032691811039
X1772078_002_A02	reference	35.8596206095527	4855	1.00032691811039
X1772078_078_D02	reference	39.1534164829108	4855	1.00032691811039
X1772071_029_G08	reference	48.1717364997034	4855	1.00032691811039
X1772071_027_A03	reference	58.4366237771046	4855	1.00032691811039
X1772078_002_G06	reference	51.2978846568054	4855	1.00032691811039
X1772078_109_B10	reference	43.1877797782276	4855	1.00032691811039
X1772071_029_B12	reference	53.6328544041688	4855	1.00032691811039
X1772121_282_E04	reference	43.7162125072553	4855	1.00032691811039
X1772071_027_H07	reference	44.4069475416868	4855	1.00032691811039
X1772122_207_E11	reference	29.3035638195076	4855	1.00032691811039
X1772071_027_C05	reference	34.00021649198	4855	1.00032691811039
X1772071_029_G11	reference	48.9330122043981	4855	1.00032691811039
X1772121_283_C05	reference	35.8284167672112	4855	1.00032691811039
X1772121_293_F05	reference	42.5222267935171	4855	1.00032691811039
X1772078_079_A03	reference	38.5773198581349	4855	1.00032691811039
X1772071_027_F12	reference	44.4077696582189	4855	1.00032691811039
X1772122_226_E12	reference	26.5838328797655	4855	1.00032691811039
X1772121_283_D06	reference	27.7526317465542	4855	1.00032691811039
X1772078_002_D08	reference	24.6810891017324	4855	1.00032691811039
X1772078_002_A06	reference	22.0515118120315	4855	1.00032691811039
X1772122_224_D01	reference	34.2535946933827	4855	1.00032691811039
X1772078_001_F02	reference	36.1246568082509	4855	1.00032691811039
X1772078_001_A02	reference	37.8099396206826	4855	1.00032691811039
X1772078_001_C05	reference	36.7406861874618	4855	1.00032691811039
X1772078_109_B04	reference	39.0888109282322	4855	1.00032691811039
X1772075_299_F06	reference	26.9412009454078	4855	1.00032691811039
X1772075_299_A03	reference	33.3073545684247	4855	1.00032691811039
X1772071_029_G04	reference	43.5881099146331	4855	1.00032691811039
X1772078_002_A07	reference	48.1568189628032	4855	1.00032691811039
X1772122_200_C11	reference	50.6576824957101	4855	1.00032691811039
X1772075_298_D10	reference	46.0096276829628	4855	1.00032691811039
X1772121_282_B12	reference	40.3194417141406	4855	1.00032691811039
X1772121_283_F04	reference	50.4431360411035	4855	1.00032691811039
X1772122_199_H07	reference	39.0965648465334	4855	1.00032691811039
X1772122_201_F06	reference	26.5759879258878	4855	1.00032691811039
X1772122_224_D05	reference	37.383459745333	4855	1.00032691811039
X1772122_224_C12	reference	48.1196112146174	4855	1.00032691811039
X1772122_226_H12	reference	43.1710690470677	4855	1.00032691811039
X1772122_317_A10	reference	40.6185754062354	4855	1.00032691811039
X1772122_224_B01	reference	27.4520703927963	4855	1.00032691811039
X1772121_282_H10	reference	27.5616488309655	4855	1.00032691811039
X1772075_298_F09	reference	38.7999002455869	4855	1.00032691811039
X1772122_317_A07	reference	25.6121770139525	4855	1.00032691811039
X1772121_282_A03	reference	29.2866395869211	4855	1.00032691811039
X1772121_283_B10	reference	34.8071750811456	4855	1.00032691811039
X1772096_160_G04	reference	41.6200073769929	4855	1.00032691811039
X1772122_264_F12	reference	42.6917498265612	4855	1.00032691811039
X1772121_282_D06	reference	52.986125397442	4855	1.00032691811039
X1772121_283_G07	reference	45.4003515019413	4855	1.00032691811039
X1772071_027_A05	reference	58.4527433415139	4855	1.00032691811039
X1772122_224_A01	reference	36.6149778535417	4855	1.00032691811039
X1772122_316_D08	reference	43.3941414170249	4855	1.00032691811039
X1772122_220_D11	reference	19.6491166996232	4855	1.00032691811039
X1772122_208_B05	reference	21.1333725366545	4855	1.00032691811039
X1772122_221_H07	reference	27.8772669617227	4855	1.00032691811039
X1772122_226_F11	reference	26.8829244697645	4855	1.00032691811039
X1772122_223_A11	reference	33.5498931787091	4855	1.00032691811039
X1772121_282_B11	reference	25.3233045805479	4855	1.00032691811039
X1772067_089_D09	reference	20.9084180039812	4855	1.00032691811039
X1772121_282_A10	reference	31.3970627607529	4855	1.00032691811039
X1772122_199_C11	reference	35.6624647710273	4855	1.00032691811039
X1772121_293_B08	reference	30.8470575399272	4855	1.00032691811039
X1772121_282_A02	reference	23.4244985221006	4855	1.00032691811039
X1772096_095_H07	reference	22.3745740741649	4855	1.00032691811039
X1772122_223_H01	reference	30.9887120014648	4855	1.00032691811039
X1772122_221_G02	reference	21.6395912488085	4855	1.00032691811039
X1772122_318_E06	reference	28.1691134075154	4855	1.00032691811039
X1772122_224_C02	reference	30.0674345543976	4855	1.00032691811039
X1772122_223_G05	reference	26.0243266678615	4855	1.00032691811039
X1772122_223_E04	reference	29.0799287960217	4855	1.00032691811039
X1772122_223_G06	reference	33.2692559001208	4855	1.00032691811039
X1772122_223_E01	reference	46.6627469328149	4855	1.00032691811039
X1772122_226_F06	reference	37.4482434224469	4855	1.00032691811039
X1772096_095_A02	reference	50.2625356364129	4855	1.00032691811039
X1772122_221_G10	reference	29.1550430011756	4855	1.00032691811039
X1772075_298_E04	reference	31.2287183220312	4855	1.00032691811039
X1772067_089_A03	reference	37.1743477929074	4855	1.00032691811039
X1772122_223_A10	reference	24.2117858931258	4855	1.00032691811039
X1772122_220_A10	reference	22.8324217118968	4855	1.00032691811039
X1772122_224_A12	reference	30.4703995517838	4855	1.00032691811039
X1772121_283_H02	reference	35.8526098074522	4855	1.00032691811039
X1772121_293_C02	reference	33.1651812051883	4855	1.00032691811039
X1772071_027_E01	reference	34.0621957967718	4855	1.00032691811039
X1772122_317_E09	reference	41.8004489038806	4855	1.00032691811039
X1772121_293_C11	reference	31.6957969254601	4855	1.00032691811039
X1772067_089_F11	reference	32.2581225856821	4855	1.00032691811039
X1772071_027_E10	reference	30.7107543341008	4855	1.00032691811039
X1772071_027_D10	reference	30.6051430146205	4855	1.00032691811039
X1772122_220_B02	reference	37.4464986928182	4855	1.00032691811039
X1772121_293_A04	reference	30.4979737103951	4855	1.00032691811039
X1772122_319_A08	reference	43.2668049422138	4855	1.00032691811039
X1772121_293_H10	reference	36.5557574563975	4855	1.00032691811039
X1772121_291_C08	reference	39.3353712587219	4855	1.00032691811039
X1772078_001_B12	reference	46.7438974951181	4855	1.00032691811039
X1772071_027_F06	reference	49.5369211217584	4855	1.00032691811039
X1772122_236_C07	reference	39.6503563437187	4855	1.00032691811039
X1772096_160_H08	reference	40.5095183359554	4855	1.00032691811039
X1772078_109_C08	reference	37.7511066231798	4855	1.00032691811039
X1772078_078_A03	reference	43.8852185335336	4855	1.00032691811039
X1772096_095_D01	reference	45.1563016031107	4855	1.00032691811039
X1772096_160_E03	reference	40.7940507115082	4855	1.00032691811039
X1772096_095_H11	reference	44.3836583336325	4855	1.00032691811039
X1772078_078_A11	reference	36.3243423851228	4855	1.00032691811039
X1772122_207_C12	reference	53.3398799199353	4855	1.00032691811039
X1772122_203_A06	reference	50.4944929475593	4855	1.00032691811039
X1772122_201_D12	reference	51.099376901297	4855	1.00032691811039
X1772121_293_E07	reference	38.0861273575032	4855	1.00032691811039
X1772078_079_A07	reference	35.1912934119149	4855	1.00032691811039
X1772078_001_H04	reference	37.5394061294117	4855	1.00032691811039
X1772122_208_H07	reference	38.9786339239136	4855	1.00032691811039
X1772121_293_E11	reference	32.2101358902399	4855	1.00032691811039
X1772121_293_D02	reference	30.1249377827616	4855	1.00032691811039
X1772121_282_G09	reference	27.0256356592719	4855	1.00032691811039
X1772121_288_F01	reference	31.0736137387307	4855	1.00032691811039
X1772122_264_D03	reference	56.3820250719868	4855	1.00032691811039
X1772122_203_H08	reference	18.8171252953578	4855	1.00032691811039
X1772122_264_A04	reference	15.5454042060771	4855	1.00032691811039
X1772122_207_G03	reference	24.5400432544337	4855	1.00032691811039
X1772121_293_G04	reference	25.1888214746491	4855	1.00032691811039
X1772121_293_A10	reference	29.8462953401032	4855	1.00032691811039
X1772096_095_A06	reference	34.7434789336753	4855	1.00032691811039
X1772122_207_A01	reference	41.9141129806097	4855	1.00032691811039
X1772122_264_H03	reference	43.1341573780893	4855	1.00032691811039
X1772122_236_G10	reference	43.0481830478141	4855	1.00032691811039
X1772122_207_A02	reference	20.6274695672483	4855	1.00032691811039
X1772121_291_G10	reference	17.7797475372189	4855	1.00032691811039
X1772122_208_C05	reference	32.4019024804362	4855	1.00032691811039
X1772122_208_F02	reference	24.3367650960681	4855	1.00032691811039
X1772121_283_H07	reference	28.0346856013899	4855	1.00032691811039
X1772122_208_C09	reference	33.3000990715861	4855	1.00032691811039
X1772121_291_C06	reference	34.5309065566687	4855	1.00032691811039
X1772078_002_H12	reference	35.8971014077267	4855	1.00032691811039
X1772121_282_B05	reference	34.6253035946025	4855	1.00032691811039
X1772096_095_B09	reference	27.9220764290674	4855	1.00032691811039
X1772122_200_G12	reference	46.7547178407772	4855	1.00032691811039
X1772122_207_B07	reference	45.3548181703693	4855	1.00032691811039
X1772121_282_G01	reference	20.8868687656343	4855	1.00032691811039
X1772121_293_C08	reference	22.4414486054503	4855	1.00032691811039
X1772121_288_F08	reference	23.6060283311934	4855	1.00032691811039
X1772122_208_H01	reference	28.7483433370511	4855	1.00032691811039
X1772122_208_H10	reference	28.1043163707997	4855	1.00032691811039
X1772121_291_G01	reference	27.2942679459965	4855	1.00032691811039
X1772121_283_E10	reference	17.3282606165634	4855	1.00032691811039
X1772121_293_A11	reference	19.4095604066927	4855	1.00032691811039
X1772121_283_A02	reference	14.0206698198558	4855	1.00032691811039
X1772121_293_F02	reference	16.1050864155179	4855	1.00032691811039
X1772121_282_B07	reference	18.0667111822844	4855	1.00032691811039
X1772121_291_E04	reference	15.7841203049858	4855	1.00032691811039
X1772075_299_F11	reference	17.4915976502255	4855	1.00032691811039
X1772121_291_F11	reference	13.7355208214879	4855	1.00032691811039
X1772121_288_D09	reference	11.8641622969894	4855	1.00032691811039
X1772122_223_D07	reference	22.3986799171519	4855	1.00032691811039
X1772122_316_B01	reference	16.6728741870034	4855	1.00032691811039
X1772121_288_E10	reference	15.2163739133736	4855	1.00032691811039
X1772122_201_D09	reference	17.1048914504673	4855	1.00032691811039
X1772121_293_F07	reference	39.9281430673128	4855	1.00032691811039
X1772122_236_H01	reference	36.2902556586236	4855	1.00032691811039
X1772071_027_G08	reference	46.3393588637604	4855	1.00032691811039
X1772122_221_E09	reference	32.870189524822	4855	1.00032691811039
X1772122_236_E11	reference	34.9854200806663	4855	1.00032691811039
X1772121_282_E10	reference	37.1383280317384	4855	1.00032691811039
X1772075_298_E06	reference	31.1930731823094	4855	1.00032691811039
X1772122_264_H08	reference	37.3010807912073	4855	1.00032691811039
X1772121_293_B11	reference	36.5860753830682	4855	1.00032691811039
X1772121_293_A03	reference	36.0084827340535	4855	1.00032691811039
X1772121_282_G12	reference	39.089177501669	4855	1.00032691811039
X1772122_201_G10	reference	35.0096963632601	4855	1.00032691811039
X1772122_208_E07	reference	39.9858613133647	4855	1.00032691811039
X1772122_224_F04	reference	32.8490793612858	4855	1.00032691811039
X1772122_207_C02	reference	32.7131421941052	4855	1.00032691811039
X1772122_207_H03	reference	39.0659180260708	4855	1.00032691811039
X1772075_299_D01	reference	18.4801984043811	4855	1.00032691811039
X1772075_299_C10	reference	27.6176878754408	4855	1.00032691811039
X1772121_282_E09	reference	19.4197791242003	4855	1.00032691811039
X1772121_282_C07	reference	17.5058668153207	4855	1.00032691811039
X1772096_095_D11	reference	32.2241361677275	4855	1.00032691811039
X1772078_078_F02	reference	27.2125431850056	4855	1.00032691811039
X1772121_283_G02	reference	18.6064888401528	4855	1.00032691811039
X1772096_160_H07	reference	18.7201323686583	4855	1.00032691811039
X1772121_293_A07	reference	23.34021541351	4855	1.00032691811039
X1772122_223_B06	reference	22.5041296072567	4855	1.00032691811039
X1772078_002_B05	reference	23.897844204858	4855	1.00032691811039
X1772122_207_D01	reference	19.8270457645385	4855	1.00032691811039
X1772096_095_E06	reference	17.8425462311019	4855	1.00032691811039
X1772067_089_G02	reference	19.6645551100093	4855	1.00032691811039
X1772122_317_E07	reference	24.6992650989315	4855	1.00032691811039
X1772096_160_F01	reference	29.1006469296176	4855	1.00032691811039
X1772078_001_H08	reference	31.1623762173978	4855	1.00032691811039
X1772122_208_A02	reference	11.7207451368579	4855	1.00032691811039
X1772067_089_D10	reference	11.2656897831843	4855	1.00032691811039
X1772122_223_F06	reference	6.199095096778	4855	1.00032691811039
X1772122_221_E11	reference	6.88435716662933	4855	1.00032691811039
X1772122_221_F04	reference	7.11277212402261	4855	1.00032691811039
X1772122_316_A01	reference	6.35550997116035	4855	1.00032691811039
X1772122_264_C09	reference	5.28801911082924	4855	1.00032691811039
X1772122_224_H07	reference	7.3578905383685	4855	1.00032691811039
X1772121_283_D01	reference	9.60430444498703	4855	1.00032691811039
X1772078_001_B03	reference	7.79040144025863	4855	1.00032691811039
X1772122_207_G01	reference	9.4060038486783	4855	1.00032691811039
X1772121_282_C04	reference	10.7965687206491	4855	1.00032691811039
X1772122_223_D04	reference	9.7955836754695	4855	1.00032691811039
X1772067_089_G07	reference	11.3200618200065	4855	1.00032691811039
X1772122_319_H09	reference	17.6176846959782	4855	1.00032691811039
X1772122_319_G10	reference	19.9952334700638	4855	1.00032691811039
X1772122_319_D06	reference	22.4039652456709	4855	1.00032691811039
X1772122_317_H08	reference	29.4291937436338	4855	1.00032691811039
X1772122_221_A11	reference	17.90856436293	4855	1.00032691811039
X1772078_001_A05	reference	19.9271464590399	4855	1.00032691811039
X1772122_319_A09	reference	22.4843398034409	4855	1.00032691811039
X1772122_220_E01	reference	28.7297482259489	4855	1.00032691811039
X1772075_298_F04	reference	19.1074025010828	4855	1.00032691811039
X1772067_089_C02	reference	20.5727193099829	4855	1.00032691811039
X1772122_208_D01	reference	23.5212648448673	4855	1.00032691811039
X1772122_319_D02	reference	17.4472215185907	4855	1.00032691811039
X1772121_283_E09	reference	18.1901738629739	4855	1.00032691811039
X1772096_160_E04	reference	17.4779785442098	4855	1.00032691811039
X1772122_220_A03	reference	18.1408059859177	4855	1.00032691811039
X1772067_089_C05	reference	16.8162493494662	4855	1.00032691811039
X1772071_029_C07	reference	35.3848957513592	4855	1.00032691811039
X1772071_027_A11	reference	40.2291113277137	4855	1.00032691811039
X1772071_029_E10	reference	32.7514052193094	4855	1.00032691811039
X1772071_027_H06	reference	41.5094292371096	4855	1.00032691811039
X1772122_226_F08	reference	42.380206721442	4855	1.00032691811039
X1772122_203_C03	reference	49.3662069585895	4855	1.00032691811039
X1772122_264_F01	reference	28.7212738534407	4855	1.00032691811039
X1772075_299_E06	reference	30.7741047585639	4855	1.00032691811039
X1772078_001_A09	reference	33.6315663404724	4855	1.00032691811039
X1772078_079_F03	reference	31.7825980062718	4855	1.00032691811039
X1772096_160_F11	reference	40.6327868023093	4855	1.00032691811039
X1772122_226_A08	reference	41.1440492980098	4855	1.00032691811039
X1772122_319_F11	reference	40.5697801161024	4855	1.00032691811039
X1772122_203_F08	reference	54.0003362943462	4855	1.00032691811039
X1772122_220_F09	reference	21.1724824582924	4855	1.00032691811039
X1772122_207_F07	reference	22.1770368954061	4855	1.00032691811039
X1772067_089_A08	reference	26.4422660567627	4855	1.00032691811039
X1772122_264_A02	reference	31.573487198186	4855	1.00032691811039
X1772071_029_B06	reference	22.7161730843722	4855	1.00032691811039
X1772071_027_A04	reference	26.4347464105735	4855	1.00032691811039
X1772122_316_E08	reference	29.7400145952673	4855	1.00032691811039
X1772071_029_F03	reference	29.674087940444	4855	1.00032691811039
X1772071_027_D02	reference	27.91149765278	4855	1.00032691811039
X1772071_027_D06	reference	30.5328325709822	4855	1.00032691811039
X1772071_027_C03	reference	41.4434201786483	4855	1.00032691811039
X1772071_027_C07	reference	40.8300274673565	4855	1.00032691811039
X1772071_027_A10	reference	47.8670498986285	4855	1.00032691811039
X1772122_317_D05	reference	24.8176159940993	4855	1.00032691811039
X1772067_089_A02	reference	33.2391489920695	4855	1.00032691811039
X1772122_317_E01	reference	23.3113909229561	4855	1.00032691811039
X1772122_200_G09	reference	24.7621464770768	4855	1.00032691811039
X1772078_002_A09	reference	36.8359811045884	4855	1.00032691811039
X1772075_299_E12	reference	46.7430627840843	4855	1.00032691811039
X1772078_001_H05	reference	46.5298076339185	4855	1.00032691811039
X1772075_298_B04	reference	48.6144001646771	4855	1.00032691811039
X1772067_089_D07	reference	29.439690642254	4855	1.00032691811039
X1772067_089_B05	reference	29.8630688370627	4855	1.00032691811039
X1772067_089_C10	reference	40.7655780565288	4855	1.00032691811039
X1772078_001_E08	reference	36.1166523557495	4855	1.00032691811039
X1772122_208_B11	reference	41.2289062496754	4855	1.00032691811039
X1772071_029_C01	reference	41.9355868917382	4855	1.00032691811039
X1772071_027_H03	reference	41.5830373707847	4855	1.00032691811039
X1772078_002_C12	reference	56.3456706253357	4855	1.00032691811039
X1772071_029_F06	reference	55.4292525243492	4855	1.00032691811039
X1772122_226_B10	reference	49.1969441574698	4855	1.00032691811039
X1772078_001_E10	reference	42.9854320335298	4855	1.00032691811039
X1772096_160_E11	reference	43.3024161079003	4855	1.00032691811039
X1772071_029_H12	reference	47.0005760448029	4855	1.00032691811039
X1772078_001_G10	reference	55.939853895752	4855	1.00032691811039
X1772078_078_C08	reference	59.5996173735587	4855	1.00032691811039
X1772122_223_C02	reference	57.5066093520952	4855	1.00032691811039
X1772071_029_F08	reference	57.9861719551858	4855	1.00032691811039
X1772122_226_H02	reference	36.0953831313988	4855	1.00032691811039
X1772096_160_B08	reference	33.3214698241089	4855	1.00032691811039
X1772122_208_D10	reference	43.144110609759	4855	1.00032691811039
X1772121_293_F01	reference	30.6351159758725	4855	1.00032691811039
X1772071_029_C03	reference	27.1490935353777	4855	1.00032691811039
X1772096_095_C05	reference	35.951405212304	4855	1.00032691811039
X1772122_224_E03	reference	31.6279539277953	4855	1.00032691811039
X1772121_288_C12	reference	29.449015517529	4855	1.00032691811039
X1772122_208_D08	reference	20.5351380271642	4855	1.00032691811039
X1772121_293_B06	reference	25.2806365536943	4855	1.00032691811039
X1772067_089_A04	reference	26.3034820202165	4855	1.00032691811039
X1772122_317_H03	reference	26.7887410062727	4855	1.00032691811039
X1772122_207_C05	reference	40.1260307425759	4855	1.00032691811039
X1772122_226_C08	reference	59.1472463162814	4855	1.00032691811039
X1772121_283_E11	reference	53.4751248138332	4855	1.00032691811039
X1772078_079_H02	reference	66.0345840791983	4855	1.00032691811039
X1772078_002_C10	reference	32.8424205217247	4855	1.00032691811039
X1772067_089_D06	reference	40.9719245205045	4855	1.00032691811039
X1772096_160_E12	reference	43.7417873282724	4855	1.00032691811039
X1772122_226_E04	reference	31.8939109010331	4855	1.00032691811039
X1772067_089_F12	reference	29.8973383298108	4855	1.00032691811039
X1772122_317_E05	reference	25.8419580392772	4855	1.00032691811039
X1772096_160_E02	reference	22.2913561952618	4855	1.00032691811039
X1772067_089_A06	reference	33.8028245151633	4855	1.00032691811039
X1772122_201_D10	reference	30.9633096492822	4855	1.00032691811039
X1772096_095_A11	reference	41.191776341637	4855	1.00032691811039
X1772078_001_B05	reference	36.0302102077448	4855	1.00032691811039
X1772122_226_F05	reference	28.8869534040725	4855	1.00032691811039
X1772071_027_H09	reference	36.8748413986164	4855	1.00032691811039
X1772122_221_D09	reference	46.0345497546002	4855	1.00032691811039
X1772096_095_B07	reference	56.3533264873879	4855	1.00032691811039
X1772071_029_B10	reference	54.9506412485075	4855	1.00032691811039
X1772071_029_H04	reference	65.6329617266496	4855	1.00032691811039
X1772071_027_D08	reference	31.2818087540719	4855	1.00032691811039
X1772067_089_E07	reference	34.5478573829496	4855	1.00032691811039
X1772078_001_E02	reference	34.1328552411626	4855	1.00032691811039
X1772067_089_E03	reference	30.8706273533481	4855	1.00032691811039
X1772096_160_D04	reference	44.8854510535332	4855	1.00032691811039
X1772121_283_G10	reference	51.6556679208168	4855	1.00032691811039
X1772071_029_A04	reference	26.2714014200203	4855	1.00032691811039
X1772071_027_A12	reference	35.0041945593351	4855	1.00032691811039
X1772071_027_C08	reference	40.2399825423068	4855	1.00032691811039
X1772122_317_G06	reference	35.4977864296881	4855	1.00032691811039
X1772122_236_H12	reference	32.9454324708311	4855	1.00032691811039
X1772122_226_B04	reference	35.7346286914136	4855	1.00032691811039
X1772121_282_D05	reference	47.859494557995	4855	1.00032691811039
X1772071_029_B11	reference	53.4804148960352	4855	1.00032691811039
X1772071_027_D12	reference	68.2107369453453	4855	1.00032691811039
X1772122_319_C07	reference	47.2077608210653	4855	1.00032691811039
X1772122_316_E02	reference	41.3726054267214	4855	1.00032691811039
